Memory footprint: 287.91 MB
                                                                                                                                                                          
{'loss': 18.2887, 'grad_norm': 171.0, 'learning_rate': 0.0, 'epoch': 0.0}
{'loss': 18.1471, 'grad_norm': 167.0, 'learning_rate': 3.8310412573673864e-06, 'epoch': 0.0}
{'loss': 18.071, 'grad_norm': 167.0, 'learning_rate': 3.929273084479371e-06, 'epoch': 0.0}
{'loss': 18.1263, 'grad_norm': 174.0, 'learning_rate': 4.027504911591356e-06, 'epoch': 0.0}
{'loss': 18.0649, 'grad_norm': 169.0, 'learning_rate': 4.12573673870334e-06, 'epoch': 0.0}
{'loss': 18.0188, 'grad_norm': 167.0, 'learning_rate': 4.223968565815323e-06, 'epoch': 0.0}
{'loss': 18.0444, 'grad_norm': 172.0, 'learning_rate': 4.3222003929273076e-06, 'epoch': 0.0}
{'loss': 18.0073, 'grad_norm': 172.0, 'learning_rate': 4.420432220039293e-06, 'epoch': 0.0}
{'loss': 17.943, 'grad_norm': 159.0, 'learning_rate': 4.518664047151277e-06, 'epoch': 0.0}
{'loss': 17.9171, 'grad_norm': 170.0, 'learning_rate': 4.616895874263261e-06, 'epoch': 0.0}
{'loss': 17.8811, 'grad_norm': 160.0, 'learning_rate': 4.7151277013752445e-06, 'epoch': 0.0}
{'loss': 17.9889, 'grad_norm': 169.0, 'learning_rate': 4.813359528487229e-06, 'epoch': 0.0}
{'loss': 17.9576, 'grad_norm': 178.0, 'learning_rate': 4.911591355599214e-06, 'epoch': 0.0}
{'loss': 17.7918, 'grad_norm': 160.0, 'learning_rate': 5.009823182711198e-06, 'epoch': 0.0}
{'loss': 17.8872, 'grad_norm': 164.0, 'learning_rate': 5.108055009823182e-06, 'epoch': 0.0}
{'loss': 17.7999, 'grad_norm': 154.0, 'learning_rate': 5.2062868369351664e-06, 'epoch': 0.0}
{'loss': 17.8356, 'grad_norm': 162.0, 'learning_rate': 5.304518664047151e-06, 'epoch': 0.0}
{'loss': 17.8772, 'grad_norm': 171.0, 'learning_rate': 5.402750491159135e-06, 'epoch': 0.0}
{'loss': 17.648, 'grad_norm': 160.0, 'learning_rate': 5.50098231827112e-06, 'epoch': 0.0}
{'loss': 17.9139, 'grad_norm': 168.0, 'learning_rate': 5.599214145383104e-06, 'epoch': 0.0}
{'loss': 17.778, 'grad_norm': 155.0, 'learning_rate': 5.697445972495088e-06, 'epoch': 0.0}
{'loss': 17.703, 'grad_norm': 150.0, 'learning_rate': 5.795677799607072e-06, 'epoch': 0.0}
{'loss': 17.7608, 'grad_norm': 149.0, 'learning_rate': 5.893909626719056e-06, 'epoch': 0.0}
{'loss': 17.7123, 'grad_norm': 161.0, 'learning_rate': 5.99214145383104e-06, 'epoch': 0.0}
{'loss': 17.775, 'grad_norm': 155.0, 'learning_rate': 6.0903732809430245e-06, 'epoch': 0.0}
{'loss': 17.6529, 'grad_norm': 159.0, 'learning_rate': 6.1886051080550095e-06, 'epoch': 0.0}
{'loss': 17.6817, 'grad_norm': 160.0, 'learning_rate': 6.286836935166994e-06, 'epoch': 0.0}
{'loss': 17.5297, 'grad_norm': 149.0, 'learning_rate': 6.385068762278978e-06, 'epoch': 0.0}
{'loss': 17.6418, 'grad_norm': 154.0, 'learning_rate': 6.483300589390962e-06, 'epoch': 0.0}
{'loss': 17.6752, 'grad_norm': 163.0, 'learning_rate': 6.581532416502946e-06, 'epoch': 0.0}
{'loss': 17.5207, 'grad_norm': 145.0, 'learning_rate': 6.679764243614931e-06, 'epoch': 0.0}
{'loss': 17.7112, 'grad_norm': 158.0, 'learning_rate': 6.777996070726916e-06, 'epoch': 0.0}
{'loss': 17.5391, 'grad_norm': 151.0, 'learning_rate': 6.8762278978389e-06, 'epoch': 0.0}
{'loss': 17.6076, 'grad_norm': 148.0, 'learning_rate': 6.974459724950883e-06, 'epoch': 0.0}
{'loss': 17.5393, 'grad_norm': 149.0, 'learning_rate': 7.0726915520628675e-06, 'epoch': 0.0}
{'loss': 17.516, 'grad_norm': 154.0, 'learning_rate': 7.170923379174852e-06, 'epoch': 0.0}
{'loss': 17.4763, 'grad_norm': 149.0, 'learning_rate': 7.269155206286836e-06, 'epoch': 0.0}
{'loss': 17.5211, 'grad_norm': 145.0, 'learning_rate': 7.36738703339882e-06, 'epoch': 0.0}
{'loss': 17.366, 'grad_norm': 148.0, 'learning_rate': 7.465618860510805e-06, 'epoch': 0.0}
{'loss': 17.4584, 'grad_norm': 151.0, 'learning_rate': 7.5638506876227895e-06, 'epoch': 0.0}
{'loss': 17.4747, 'grad_norm': 141.0, 'learning_rate': 7.662082514734773e-06, 'epoch': 0.0}
{'loss': 17.3828, 'grad_norm': 147.0, 'learning_rate': 7.760314341846757e-06, 'epoch': 0.0}
{'loss': 17.2813, 'grad_norm': 139.0, 'learning_rate': 7.858546168958741e-06, 'epoch': 0.0}
{'loss': 17.2523, 'grad_norm': 148.0, 'learning_rate': 7.956777996070726e-06, 'epoch': 0.0}
{'loss': 17.3006, 'grad_norm': 137.0, 'learning_rate': 8.055009823182711e-06, 'epoch': 0.0}
{'loss': 17.2061, 'grad_norm': 136.0, 'learning_rate': 8.153241650294696e-06, 'epoch': 0.0}
{'loss': 17.2081, 'grad_norm': 144.0, 'learning_rate': 8.25147347740668e-06, 'epoch': 0.0}
{'loss': 17.1797, 'grad_norm': 134.0, 'learning_rate': 8.349705304518664e-06, 'epoch': 0.0}
{'loss': 17.0667, 'grad_norm': 131.0, 'learning_rate': 8.447937131630647e-06, 'epoch': 0.0}
{'loss': 16.9923, 'grad_norm': 122.5, 'learning_rate': 8.546168958742631e-06, 'epoch': 0.0}
{'loss': 16.99, 'grad_norm': 125.0, 'learning_rate': 8.644400785854615e-06, 'epoch': 0.0}
{'loss': 17.0092, 'grad_norm': 124.5, 'learning_rate': 8.742632612966601e-06, 'epoch': 0.0}
{'loss': 16.9104, 'grad_norm': 120.5, 'learning_rate': 8.840864440078585e-06, 'epoch': 0.0}
{'loss': 16.8512, 'grad_norm': 123.0, 'learning_rate': 8.93909626719057e-06, 'epoch': 0.0}
{'loss': 16.8146, 'grad_norm': 119.0, 'learning_rate': 9.037328094302554e-06, 'epoch': 0.0}
{'loss': 16.7244, 'grad_norm': 115.0, 'learning_rate': 9.135559921414538e-06, 'epoch': 0.0}
{'loss': 16.7537, 'grad_norm': 119.0, 'learning_rate': 9.233791748526522e-06, 'epoch': 0.0}
{'loss': 16.7172, 'grad_norm': 108.0, 'learning_rate': 9.332023575638505e-06, 'epoch': 0.0}
{'loss': 16.5946, 'grad_norm': 110.5, 'learning_rate': 9.430255402750489e-06, 'epoch': 0.0}
{'loss': 16.507, 'grad_norm': 113.0, 'learning_rate': 9.528487229862475e-06, 'epoch': 0.0}
{'loss': 16.5495, 'grad_norm': 111.5, 'learning_rate': 9.626719056974457e-06, 'epoch': 0.0}
{'loss': 16.4096, 'grad_norm': 107.0, 'learning_rate': 9.724950884086443e-06, 'epoch': 0.0}
                                                                                                                                                                          
{'eval_loss': 16.50067901611328, 'eval_runtime': 0.5463, 'eval_samples_per_second': 36.613, 'eval_steps_per_second': 5.492, 'epoch': 0.0}
{'loss': 16.4225, 'grad_norm': 100.0, 'learning_rate': 9.823182711198428e-06, 'epoch': 0.0}
{'loss': 16.3597, 'grad_norm': 99.5, 'learning_rate': 9.921414538310412e-06, 'epoch': 0.0}
{'loss': 16.3842, 'grad_norm': 93.5, 'learning_rate': 1.0019646365422396e-05, 'epoch': 0.0}
{'loss': 16.2828, 'grad_norm': 100.0, 'learning_rate': 1.011787819253438e-05, 'epoch': 0.0}
{'loss': 16.3035, 'grad_norm': 94.5, 'learning_rate': 1.0216110019646364e-05, 'epoch': 0.0}
{'loss': 16.1968, 'grad_norm': 87.5, 'learning_rate': 1.031434184675835e-05, 'epoch': 0.0}
{'loss': 16.1535, 'grad_norm': 91.0, 'learning_rate': 1.0412573673870333e-05, 'epoch': 0.0}
{'loss': 16.1397, 'grad_norm': 87.5, 'learning_rate': 1.0510805500982319e-05, 'epoch': 0.0}
{'loss': 16.1442, 'grad_norm': 83.0, 'learning_rate': 1.0609037328094301e-05, 'epoch': 0.0}
{'loss': 15.9915, 'grad_norm': 87.0, 'learning_rate': 1.0707269155206286e-05, 'epoch': 0.0}
{'loss': 15.9797, 'grad_norm': 82.0, 'learning_rate': 1.080550098231827e-05, 'epoch': 0.0}
{'loss': 15.9079, 'grad_norm': 83.5, 'learning_rate': 1.0903732809430254e-05, 'epoch': 0.0}
{'loss': 15.8748, 'grad_norm': 76.0, 'learning_rate': 1.100196463654224e-05, 'epoch': 0.0}
{'loss': 15.6683, 'grad_norm': 85.0, 'learning_rate': 1.1100196463654222e-05, 'epoch': 0.0}
{'loss': 15.7571, 'grad_norm': 74.5, 'learning_rate': 1.1198428290766208e-05, 'epoch': 0.0}
{'loss': 15.7579, 'grad_norm': 80.0, 'learning_rate': 1.1296660117878191e-05, 'epoch': 0.0}
{'loss': 15.6698, 'grad_norm': 65.0, 'learning_rate': 1.1394891944990177e-05, 'epoch': 0.0}
{'loss': 15.5989, 'grad_norm': 68.0, 'learning_rate': 1.149312377210216e-05, 'epoch': 0.0}
{'loss': 15.5036, 'grad_norm': 67.5, 'learning_rate': 1.1591355599214144e-05, 'epoch': 0.0}
{'loss': 15.4783, 'grad_norm': 61.75, 'learning_rate': 1.168958742632613e-05, 'epoch': 0.0}
{'loss': 15.4153, 'grad_norm': 65.0, 'learning_rate': 1.1787819253438112e-05, 'epoch': 0.0}
{'loss': 15.4329, 'grad_norm': 59.0, 'learning_rate': 1.1886051080550098e-05, 'epoch': 0.0}
{'loss': 15.2956, 'grad_norm': 59.0, 'learning_rate': 1.198428290766208e-05, 'epoch': 0.0}
{'loss': 15.2544, 'grad_norm': 54.5, 'learning_rate': 1.2082514734774066e-05, 'epoch': 0.0}
{'loss': 15.2156, 'grad_norm': 61.75, 'learning_rate': 1.2180746561886049e-05, 'epoch': 0.0}
{'loss': 15.1515, 'grad_norm': 54.5, 'learning_rate': 1.2278978388998035e-05, 'epoch': 0.0}
{'loss': 15.0559, 'grad_norm': 62.5, 'learning_rate': 1.2377210216110019e-05, 'epoch': 0.0}
{'loss': 15.0882, 'grad_norm': 56.5, 'learning_rate': 1.2475442043222003e-05, 'epoch': 0.0}
{'loss': 14.9428, 'grad_norm': 45.25, 'learning_rate': 1.2573673870333987e-05, 'epoch': 0.0}
{'loss': 14.9621, 'grad_norm': 49.75, 'learning_rate': 1.267190569744597e-05, 'epoch': 0.0}
{'loss': 14.8066, 'grad_norm': 57.5, 'learning_rate': 1.2770137524557956e-05, 'epoch': 0.0}
{'loss': 14.8881, 'grad_norm': 42.0, 'learning_rate': 1.2868369351669938e-05, 'epoch': 0.0}
{'loss': 14.8576, 'grad_norm': 35.5, 'learning_rate': 1.2966601178781924e-05, 'epoch': 0.0}
{'loss': 14.6254, 'grad_norm': 62.75, 'learning_rate': 1.3064833005893909e-05, 'epoch': 0.0}
{'loss': 14.7136, 'grad_norm': 41.0, 'learning_rate': 1.3163064833005893e-05, 'epoch': 0.0}
{'loss': 14.5557, 'grad_norm': 49.25, 'learning_rate': 1.3261296660117877e-05, 'epoch': 0.0}
{'loss': 14.6716, 'grad_norm': 29.125, 'learning_rate': 1.3359528487229861e-05, 'epoch': 0.0}
{'loss': 14.501, 'grad_norm': 51.25, 'learning_rate': 1.3457760314341846e-05, 'epoch': 0.0}
{'loss': 14.5225, 'grad_norm': 45.75, 'learning_rate': 1.3555992141453831e-05, 'epoch': 0.0}
{'loss': 14.5251, 'grad_norm': 26.5, 'learning_rate': 1.3654223968565814e-05, 'epoch': 0.0}
{'loss': 14.3004, 'grad_norm': 35.0, 'learning_rate': 1.37524557956778e-05, 'epoch': 0.0}
{'loss': 14.3174, 'grad_norm': 26.375, 'learning_rate': 1.3850687622789782e-05, 'epoch': 0.0}
{'loss': 14.2209, 'grad_norm': 39.75, 'learning_rate': 1.3948919449901767e-05, 'epoch': 0.0}
{'loss': 14.304, 'grad_norm': 24.25, 'learning_rate': 1.4047151277013751e-05, 'epoch': 0.0}
{'loss': 14.084, 'grad_norm': 47.0, 'learning_rate': 1.4145383104125735e-05, 'epoch': 0.0}
{'loss': 14.1568, 'grad_norm': 33.5, 'learning_rate': 1.4243614931237721e-05, 'epoch': 0.0}
{'loss': 14.0778, 'grad_norm': 24.375, 'learning_rate': 1.4341846758349704e-05, 'epoch': 0.0}
{'loss': 14.0027, 'grad_norm': 29.5, 'learning_rate': 1.444007858546169e-05, 'epoch': 0.0}
{'loss': 13.9192, 'grad_norm': 20.5, 'learning_rate': 1.4538310412573672e-05, 'epoch': 0.0}
{'loss': 13.9914, 'grad_norm': 26.75, 'learning_rate': 1.4636542239685658e-05, 'epoch': 0.0}
{'loss': 13.8374, 'grad_norm': 38.25, 'learning_rate': 1.473477406679764e-05, 'epoch': 0.0}
{'loss': 13.865, 'grad_norm': 31.25, 'learning_rate': 1.4833005893909625e-05, 'epoch': 0.0}
{'loss': 13.6619, 'grad_norm': 27.125, 'learning_rate': 1.493123772102161e-05, 'epoch': 0.0}
{'loss': 13.8884, 'grad_norm': 20.25, 'learning_rate': 1.5029469548133593e-05, 'epoch': 0.0}
{'loss': 13.6787, 'grad_norm': 27.875, 'learning_rate': 1.5127701375245579e-05, 'epoch': 0.0}
{'loss': 13.6433, 'grad_norm': 32.0, 'learning_rate': 1.5225933202357562e-05, 'epoch': 0.0}
{'loss': 13.5794, 'grad_norm': 17.75, 'learning_rate': 1.5324165029469546e-05, 'epoch': 0.0}
{'loss': 13.6052, 'grad_norm': 25.125, 'learning_rate': 1.5422396856581532e-05, 'epoch': 0.0}
{'loss': 13.5848, 'grad_norm': 22.875, 'learning_rate': 1.5520628683693514e-05, 'epoch': 0.0}
{'loss': 13.5018, 'grad_norm': 23.875, 'learning_rate': 1.56188605108055e-05, 'epoch': 0.0}
{'loss': 13.4358, 'grad_norm': 27.875, 'learning_rate': 1.5717092337917483e-05, 'epoch': 0.0}
{'loss': 13.4438, 'grad_norm': 17.375, 'learning_rate': 1.581532416502947e-05, 'epoch': 0.0}
{'loss': 13.391, 'grad_norm': 18.375, 'learning_rate': 1.591355599214145e-05, 'epoch': 0.0}
{'loss': 13.2783, 'grad_norm': 16.125, 'learning_rate': 1.6011787819253437e-05, 'epoch': 0.0}
{'loss': 13.2588, 'grad_norm': 25.0, 'learning_rate': 1.6110019646365423e-05, 'epoch': 0.0}
{'loss': 13.1765, 'grad_norm': 19.75, 'learning_rate': 1.6208251473477405e-05, 'epoch': 0.0}
{'loss': 13.1771, 'grad_norm': 16.0, 'learning_rate': 1.630648330058939e-05, 'epoch': 0.0}
{'loss': 13.1326, 'grad_norm': 21.75, 'learning_rate': 1.6404715127701374e-05, 'epoch': 0.0}
{'loss': 13.0909, 'grad_norm': 18.0, 'learning_rate': 1.650294695481336e-05, 'epoch': 0.0}
{'loss': 13.0836, 'grad_norm': 18.625, 'learning_rate': 1.6601178781925342e-05, 'epoch': 0.0}
{'loss': 13.1282, 'grad_norm': 15.75, 'learning_rate': 1.669941060903733e-05, 'epoch': 0.0}
{'loss': 13.043, 'grad_norm': 15.9375, 'learning_rate': 1.679764243614931e-05, 'epoch': 0.0}
{'loss': 12.9051, 'grad_norm': 17.875, 'learning_rate': 1.6895874263261293e-05, 'epoch': 0.0}
{'loss': 12.9327, 'grad_norm': 12.9375, 'learning_rate': 1.699410609037328e-05, 'epoch': 0.0}
{'loss': 12.9516, 'grad_norm': 19.0, 'learning_rate': 1.7092337917485262e-05, 'epoch': 0.0}
{'loss': 12.8344, 'grad_norm': 24.75, 'learning_rate': 1.7190569744597248e-05, 'epoch': 0.0}
{'loss': 12.7699, 'grad_norm': 14.625, 'learning_rate': 1.728880157170923e-05, 'epoch': 0.0}
{'loss': 12.8273, 'grad_norm': 18.375, 'learning_rate': 1.7387033398821216e-05, 'epoch': 0.0}
{'loss': 12.7795, 'grad_norm': 14.875, 'learning_rate': 1.7485265225933202e-05, 'epoch': 0.0}
{'loss': 12.7447, 'grad_norm': 10.125, 'learning_rate': 1.7583497053045185e-05, 'epoch': 0.0}
{'loss': 12.7096, 'grad_norm': 21.75, 'learning_rate': 1.768172888015717e-05, 'epoch': 0.0}
{'loss': 12.7135, 'grad_norm': 8.6875, 'learning_rate': 1.7779960707269153e-05, 'epoch': 0.0}
{'loss': 12.6459, 'grad_norm': 9.625, 'learning_rate': 1.787819253438114e-05, 'epoch': 0.0}
{'loss': 12.592, 'grad_norm': 16.0, 'learning_rate': 1.797642436149312e-05, 'epoch': 0.0}
{'loss': 12.6635, 'grad_norm': 12.1875, 'learning_rate': 1.8074656188605107e-05, 'epoch': 0.0}
{'loss': 12.5888, 'grad_norm': 10.75, 'learning_rate': 1.817288801571709e-05, 'epoch': 0.0}
{'loss': 12.542, 'grad_norm': 21.0, 'learning_rate': 1.8271119842829076e-05, 'epoch': 0.0}
{'loss': 12.536, 'grad_norm': 8.5, 'learning_rate': 1.836935166994106e-05, 'epoch': 0.0}
{'loss': 12.4808, 'grad_norm': 25.75, 'learning_rate': 1.8467583497053044e-05, 'epoch': 0.0}
{'loss': 12.4632, 'grad_norm': 13.3125, 'learning_rate': 1.8565815324165027e-05, 'epoch': 0.0}
{'loss': 12.4416, 'grad_norm': 19.125, 'learning_rate': 1.866404715127701e-05, 'epoch': 0.0}
{'loss': 12.3717, 'grad_norm': 16.5, 'learning_rate': 1.8762278978388995e-05, 'epoch': 0.0}
{'loss': 12.4214, 'grad_norm': 8.125, 'learning_rate': 1.8860510805500978e-05, 'epoch': 0.0}
{'loss': 12.3564, 'grad_norm': 10.875, 'learning_rate': 1.8958742632612967e-05, 'epoch': 0.0}
{'loss': 12.3856, 'grad_norm': 10.6875, 'learning_rate': 1.905697445972495e-05, 'epoch': 0.0}
{'loss': 12.2916, 'grad_norm': 28.875, 'learning_rate': 1.9155206286836932e-05, 'epoch': 0.0}
{'loss': 12.3323, 'grad_norm': 10.0625, 'learning_rate': 1.9253438113948915e-05, 'epoch': 0.0}
{'loss': 12.2728, 'grad_norm': 12.25, 'learning_rate': 1.9351669941060904e-05, 'epoch': 0.0}
{'loss': 12.2672, 'grad_norm': 8.125, 'learning_rate': 1.9449901768172887e-05, 'epoch': 0.0}
{'loss': 12.2331, 'grad_norm': 7.40625, 'learning_rate': 1.954813359528487e-05, 'epoch': 0.0}
{'eval_loss': 12.24116039276123, 'eval_runtime': 0.5572, 'eval_samples_per_second': 35.892, 'eval_steps_per_second': 5.384, 'epoch': 0.0}
{'loss': 12.2043, 'grad_norm': 6.90625, 'learning_rate': 1.9646365422396855e-05, 'epoch': 0.0}
{'loss': 12.1996, 'grad_norm': 8.8125, 'learning_rate': 1.974459724950884e-05, 'epoch': 0.0}
{'loss': 12.1966, 'grad_norm': 9.8125, 'learning_rate': 1.9842829076620823e-05, 'epoch': 0.0}
{'loss': 12.1445, 'grad_norm': 8.75, 'learning_rate': 1.9941060903732806e-05, 'epoch': 0.0}
{'loss': 12.1261, 'grad_norm': 5.875, 'learning_rate': 2.0039292730844792e-05, 'epoch': 0.0}
{'loss': 12.1054, 'grad_norm': 9.125, 'learning_rate': 2.0137524557956774e-05, 'epoch': 0.0}
{'loss': 12.0754, 'grad_norm': 5.96875, 'learning_rate': 2.023575638506876e-05, 'epoch': 0.0}
{'loss': 12.056, 'grad_norm': 7.4375, 'learning_rate': 2.0333988212180746e-05, 'epoch': 0.0}
{'loss': 12.0479, 'grad_norm': 6.1875, 'learning_rate': 2.043222003929273e-05, 'epoch': 0.0}
{'loss': 12.0563, 'grad_norm': 7.21875, 'learning_rate': 2.053045186640471e-05, 'epoch': 0.0}
{'loss': 12.024, 'grad_norm': 8.1875, 'learning_rate': 2.06286836935167e-05, 'epoch': 0.0}
{'loss': 11.9219, 'grad_norm': 11.4375, 'learning_rate': 2.0726915520628683e-05, 'epoch': 0.0}
{'loss': 11.9697, 'grad_norm': 8.75, 'learning_rate': 2.0825147347740666e-05, 'epoch': 0.0}
{'loss': 11.9014, 'grad_norm': 10.3125, 'learning_rate': 2.0923379174852648e-05, 'epoch': 0.0}
{'loss': 11.9221, 'grad_norm': 8.25, 'learning_rate': 2.1021611001964638e-05, 'epoch': 0.0}
{'loss': 11.874, 'grad_norm': 7.59375, 'learning_rate': 2.111984282907662e-05, 'epoch': 0.0}
{'loss': 11.8665, 'grad_norm': 6.4375, 'learning_rate': 2.1218074656188603e-05, 'epoch': 0.0}
{'loss': 11.8372, 'grad_norm': 6.1875, 'learning_rate': 2.131630648330059e-05, 'epoch': 0.0}
{'loss': 11.8193, 'grad_norm': 10.375, 'learning_rate': 2.141453831041257e-05, 'epoch': 0.0}
{'loss': 11.8045, 'grad_norm': 7.46875, 'learning_rate': 2.1512770137524557e-05, 'epoch': 0.0}
{'loss': 11.7673, 'grad_norm': 12.625, 'learning_rate': 2.161100196463654e-05, 'epoch': 0.0}
{'loss': 11.7257, 'grad_norm': 8.875, 'learning_rate': 2.1709233791748525e-05, 'epoch': 0.0}
{'loss': 11.7511, 'grad_norm': 8.875, 'learning_rate': 2.1807465618860508e-05, 'epoch': 0.0}
{'loss': 11.7019, 'grad_norm': 10.375, 'learning_rate': 2.190569744597249e-05, 'epoch': 0.0}
{'loss': 11.6672, 'grad_norm': 5.8125, 'learning_rate': 2.200392927308448e-05, 'epoch': 0.0}
{'loss': 11.6694, 'grad_norm': 9.1875, 'learning_rate': 2.2102161100196462e-05, 'epoch': 0.0}
{'loss': 11.6253, 'grad_norm': 8.9375, 'learning_rate': 2.2200392927308445e-05, 'epoch': 0.0}
{'loss': 11.6059, 'grad_norm': 8.1875, 'learning_rate': 2.2298624754420427e-05, 'epoch': 0.0}
{'loss': 11.578, 'grad_norm': 11.125, 'learning_rate': 2.2396856581532417e-05, 'epoch': 0.0}
{'loss': 11.5781, 'grad_norm': 9.375, 'learning_rate': 2.24950884086444e-05, 'epoch': 0.0}
{'loss': 11.5327, 'grad_norm': 9.75, 'learning_rate': 2.2593320235756382e-05, 'epoch': 0.0}
{'loss': 11.509, 'grad_norm': 7.625, 'learning_rate': 2.2691552062868368e-05, 'epoch': 0.0}
{'loss': 11.4866, 'grad_norm': 9.5, 'learning_rate': 2.2789783889980354e-05, 'epoch': 0.0}
{'loss': 11.442, 'grad_norm': 8.5, 'learning_rate': 2.2888015717092336e-05, 'epoch': 0.0}
{'loss': 11.4467, 'grad_norm': 13.5625, 'learning_rate': 2.298624754420432e-05, 'epoch': 0.0}
{'loss': 11.3616, 'grad_norm': 6.84375, 'learning_rate': 2.3084479371316305e-05, 'epoch': 0.0}
{'loss': 11.3919, 'grad_norm': 6.8125, 'learning_rate': 2.3182711198428287e-05, 'epoch': 0.0}
{'loss': 11.3404, 'grad_norm': 7.25, 'learning_rate': 2.3280943025540273e-05, 'epoch': 0.0}
{'loss': 11.3164, 'grad_norm': 12.125, 'learning_rate': 2.337917485265226e-05, 'epoch': 0.0}
{'loss': 11.3092, 'grad_norm': 12.3125, 'learning_rate': 2.347740667976424e-05, 'epoch': 0.0}
{'loss': 11.2629, 'grad_norm': 9.0, 'learning_rate': 2.3575638506876224e-05, 'epoch': 0.0}
{'loss': 11.2547, 'grad_norm': 8.125, 'learning_rate': 2.367387033398821e-05, 'epoch': 0.0}
{'loss': 11.2377, 'grad_norm': 8.5625, 'learning_rate': 2.3772102161100196e-05, 'epoch': 0.0}
