                                                                                                                                                                                 
{'loss': 3.5063, 'grad_norm': 9.375, 'learning_rate': 0.0, 'epoch': 0.0}
{'loss': 3.1472, 'grad_norm': 3.25, 'learning_rate': 9.99990575373685e-05, 'epoch': 0.01}
{'loss': 3.281, 'grad_norm': 2.578125, 'learning_rate': 9.999832451497126e-05, 'epoch': 0.01}
{'loss': 3.2347, 'grad_norm': 2.65625, 'learning_rate': 9.999738206286699e-05, 'epoch': 0.01}
{'loss': 3.2782, 'grad_norm': 2.84375, 'learning_rate': 9.999623018500339e-05, 'epoch': 0.01}
{'loss': 3.134, 'grad_norm': 2.40625, 'learning_rate': 9.999486888620537e-05, 'epoch': 0.02}
{'loss': 3.039, 'grad_norm': 2.34375, 'learning_rate': 9.999329817217502e-05, 'epoch': 0.02}
                                                                                                                                                                                 
{'eval_loss': 3.188361644744873, 'eval_runtime': 4.9672, 'eval_samples_per_second': 201.924, 'eval_steps_per_second': 25.366, 'epoch': 0.02}
{'loss': 3.1477, 'grad_norm': 2.578125, 'learning_rate': 9.999151804949166e-05, 'epoch': 0.02}
{'loss': 3.2208, 'grad_norm': 2.4375, 'learning_rate': 9.998952852561177e-05, 'epoch': 0.02}
{'loss': 3.1231, 'grad_norm': 2.4375, 'learning_rate': 9.99873296088689e-05, 'epoch': 0.02}
{'loss': 3.3348, 'grad_norm': 2.171875, 'learning_rate': 9.998492130847376e-05, 'epoch': 0.02}
{'loss': 3.1757, 'grad_norm': 3.71875, 'learning_rate': 9.998230363451408e-05, 'epoch': 0.02}
{'loss': 3.2045, 'grad_norm': 2.28125, 'learning_rate': 9.997947659795457e-05, 'epoch': 0.02}
{'loss': 3.0846, 'grad_norm': 2.109375, 'learning_rate': 9.997644021063696e-05, 'epoch': 0.02}
{'loss': 3.0544, 'grad_norm': 1.875, 'learning_rate': 9.997319448527989e-05, 'epoch': 0.02}
{'loss': 3.1871, 'grad_norm': 2.078125, 'learning_rate': 9.996973943547881e-05, 'epoch': 0.02}
{'loss': 3.0892, 'grad_norm': 1.6171875, 'learning_rate': 9.996607507570601e-05, 'epoch': 0.02}
{'loss': 3.1841, 'grad_norm': 2.140625, 'learning_rate': 9.996220142131051e-05, 'epoch': 0.02}
{'loss': 3.1149, 'grad_norm': 1.6328125, 'learning_rate': 9.995811848851806e-05, 'epoch': 0.02}
{'loss': 3.1275, 'grad_norm': 1.7890625, 'learning_rate': 9.995382629443095e-05, 'epoch': 0.02}
{'loss': 3.1635, 'grad_norm': 1.4609375, 'learning_rate': 9.994932485702807e-05, 'epoch': 0.03}
{'loss': 2.9638, 'grad_norm': 1.796875, 'learning_rate': 9.994461419516469e-05, 'epoch': 0.03}
{'loss': 3.0053, 'grad_norm': 1.6640625, 'learning_rate': 9.993969432857256e-05, 'epoch': 0.03}
{'loss': 3.1553, 'grad_norm': 1.703125, 'learning_rate': 9.99345652778597e-05, 'epoch': 0.03}
{'loss': 2.9834, 'grad_norm': 1.515625, 'learning_rate': 9.992922706451034e-05, 'epoch': 0.03}
{'loss': 3.1504, 'grad_norm': 1.7578125, 'learning_rate': 9.992367971088482e-05, 'epoch': 0.03}
{'loss': 3.141, 'grad_norm': 2.140625, 'learning_rate': 9.991792324021956e-05, 'epoch': 0.03}
{'loss': 3.0458, 'grad_norm': 1.640625, 'learning_rate': 9.991195767662684e-05, 'epoch': 0.03}
{'loss': 3.1093, 'grad_norm': 3.34375, 'learning_rate': 9.990578304509488e-05, 'epoch': 0.03}
{'loss': 3.098, 'grad_norm': 1.4375, 'learning_rate': 9.989939937148754e-05, 'epoch': 0.03}
{'loss': 3.0439, 'grad_norm': 1.375, 'learning_rate': 9.989280668254433e-05, 'epoch': 0.03}
{'loss': 3.0117, 'grad_norm': 1.6953125, 'learning_rate': 9.988600500588028e-05, 'epoch': 0.03}
{'eval_loss': 3.056483030319214, 'eval_runtime': 4.9879, 'eval_samples_per_second': 201.087, 'eval_steps_per_second': 25.261, 'epoch': 0.03}
{'loss': 3.1124, 'grad_norm': 1.921875, 'learning_rate': 9.987899436998583e-05, 'epoch': 0.03}
{'loss': 2.9835, 'grad_norm': 2.328125, 'learning_rate': 9.987177480422663e-05, 'epoch': 0.03}
{'loss': 3.1164, 'grad_norm': 1.8671875, 'learning_rate': 9.986434633884355e-05, 'epoch': 0.03}
{'loss': 3.0816, 'grad_norm': 1.671875, 'learning_rate': 9.985670900495246e-05, 'epoch': 0.03}
{'loss': 2.9712, 'grad_norm': 1.4140625, 'learning_rate': 9.984886283454413e-05, 'epoch': 0.04}
{'loss': 3.1309, 'grad_norm': 1.3671875, 'learning_rate': 9.984080786048407e-05, 'epoch': 0.04}
{'loss': 3.0907, 'grad_norm': 1.7578125, 'learning_rate': 9.983254411651241e-05, 'epoch': 0.04}
{'loss': 2.9966, 'grad_norm': 1.3125, 'learning_rate': 9.982407163724382e-05, 'epoch': 0.04}
{'loss': 2.9847, 'grad_norm': 1.59375, 'learning_rate': 9.981539045816726e-05, 'epoch': 0.04}
{'loss': 3.0422, 'grad_norm': 1.40625, 'learning_rate': 9.980650061564585e-05, 'epoch': 0.04}
{'loss': 2.9269, 'grad_norm': 1.5, 'learning_rate': 9.979740214691682e-05, 'epoch': 0.04}
{'loss': 3.0199, 'grad_norm': 1.578125, 'learning_rate': 9.978809509009121e-05, 'epoch': 0.04}
{'loss': 3.0314, 'grad_norm': 1.40625, 'learning_rate': 9.977857948415382e-05, 'epoch': 0.04}
{'loss': 3.021, 'grad_norm': 1.4609375, 'learning_rate': 9.976885536896301e-05, 'epoch': 0.04}
{'loss': 3.0693, 'grad_norm': 1.53125, 'learning_rate': 9.975892278525049e-05, 'epoch': 0.04}
{'loss': 3.1299, 'grad_norm': 3.0625, 'learning_rate': 9.974878177462126e-05, 'epoch': 0.04}
{'loss': 3.0125, 'grad_norm': 2.03125, 'learning_rate': 9.973843237955328e-05, 'epoch': 0.04}
{'loss': 2.9345, 'grad_norm': 2.171875, 'learning_rate': 9.972787464339741e-05, 'epoch': 0.04}
{'loss': 2.9938, 'grad_norm': 1.765625, 'learning_rate': 9.971710861037725e-05, 'epoch': 0.04}
{'loss': 2.9669, 'grad_norm': 2.140625, 'learning_rate': 9.970613432558882e-05, 'epoch': 0.05}
{'loss': 2.9988, 'grad_norm': 3.046875, 'learning_rate': 9.96949518350005e-05, 'epoch': 0.05}
{'loss': 2.938, 'grad_norm': 1.8828125, 'learning_rate': 9.968356118545276e-05, 'epoch': 0.05}
{'loss': 2.9477, 'grad_norm': 2.171875, 'learning_rate': 9.967196242465804e-05, 'epoch': 0.05}
{'loss': 3.005, 'grad_norm': 1.9765625, 'learning_rate': 9.966015560120041e-05, 'epoch': 0.05}
{'loss': 3.0594, 'grad_norm': 1.5, 'learning_rate': 9.964814076453559e-05, 'epoch': 0.05}
{'eval_loss': 2.9770407676696777, 'eval_runtime': 4.9891, 'eval_samples_per_second': 201.04, 'eval_steps_per_second': 25.255, 'epoch': 0.05}
{'loss': 2.9127, 'grad_norm': 1.5078125, 'learning_rate': 9.963591796499048e-05, 'epoch': 0.05}
{'loss': 2.8373, 'grad_norm': 1.5234375, 'learning_rate': 9.962348725376317e-05, 'epoch': 0.05}
{'loss': 2.9375, 'grad_norm': 1.84375, 'learning_rate': 9.961084868292261e-05, 'epoch': 0.05}
{'loss': 3.0331, 'grad_norm': 1.828125, 'learning_rate': 9.95980023054084e-05, 'epoch': 0.05}
{'loss': 2.8888, 'grad_norm': 1.734375, 'learning_rate': 9.958494817503064e-05, 'epoch': 0.05}
{'loss': 2.9669, 'grad_norm': 1.84375, 'learning_rate': 9.957168634646958e-05, 'epoch': 0.05}
{'loss': 2.914, 'grad_norm': 1.5, 'learning_rate': 9.955821687527554e-05, 'epoch': 0.05}
{'loss': 2.8708, 'grad_norm': 1.609375, 'learning_rate': 9.95445398178685e-05, 'epoch': 0.05}
{'loss': 3.0464, 'grad_norm': 1.625, 'learning_rate': 9.953065523153806e-05, 'epoch': 0.05}
{'loss': 2.8663, 'grad_norm': 1.328125, 'learning_rate': 9.951656317444306e-05, 'epoch': 0.05}
{'loss': 2.949, 'grad_norm': 1.5, 'learning_rate': 9.95022637056114e-05, 'epoch': 0.06}
{'loss': 3.0987, 'grad_norm': 2.015625, 'learning_rate': 9.948775688493974e-05, 'epoch': 0.06}
{'loss': 2.9396, 'grad_norm': 1.3515625, 'learning_rate': 9.947304277319331e-05, 'epoch': 0.06}
{'loss': 2.9885, 'grad_norm': 1.7734375, 'learning_rate': 9.94581214320056e-05, 'epoch': 0.06}
{'loss': 2.9016, 'grad_norm': 1.703125, 'learning_rate': 9.944299292387817e-05, 'epoch': 0.06}
{'loss': 2.9304, 'grad_norm': 1.921875, 'learning_rate': 9.942765731218031e-05, 'epoch': 0.06}
{'loss': 2.8866, 'grad_norm': 2.0625, 'learning_rate': 9.941211466114882e-05, 'epoch': 0.06}
{'loss': 2.8373, 'grad_norm': 2.484375, 'learning_rate': 9.939636503588776e-05, 'epoch': 0.06}
{'loss': 2.9242, 'grad_norm': 2.03125, 'learning_rate': 9.938040850236812e-05, 'epoch': 0.06}
{'loss': 2.912, 'grad_norm': 2.0625, 'learning_rate': 9.936424512742757e-05, 'epoch': 0.06}
{'loss': 2.9942, 'grad_norm': 1.828125, 'learning_rate': 9.93478749787702e-05, 'epoch': 0.06}
{'loss': 2.9626, 'grad_norm': 1.5625, 'learning_rate': 9.933129812496623e-05, 'epoch': 0.06}
{'loss': 2.8642, 'grad_norm': 1.3515625, 'learning_rate': 9.931451463545169e-05, 'epoch': 0.06}
{'loss': 2.984, 'grad_norm': 1.578125, 'learning_rate': 9.929752458052817e-05, 'epoch': 0.06}
{'loss': 2.901, 'grad_norm': 1.6015625, 'learning_rate': 9.928032803136247e-05, 'epoch': 0.06}
{'eval_loss': 2.9040422439575195, 'eval_runtime': 4.9894, 'eval_samples_per_second': 201.027, 'eval_steps_per_second': 25.254, 'epoch': 0.06}
{'loss': 2.8929, 'grad_norm': 1.53125, 'learning_rate': 9.926292505998643e-05, 'epoch': 0.07}
{'loss': 2.885, 'grad_norm': 1.578125, 'learning_rate': 9.92453157392964e-05, 'epoch': 0.07}
{'loss': 2.8285, 'grad_norm': 1.53125, 'learning_rate': 9.92275001430532e-05, 'epoch': 0.07}
{'loss': 2.8636, 'grad_norm': 1.546875, 'learning_rate': 9.920947834588163e-05, 'epoch': 0.07}
{'loss': 2.9545, 'grad_norm': 1.890625, 'learning_rate': 9.91912504232702e-05, 'epoch': 0.07}
{'loss': 2.8708, 'grad_norm': 1.515625, 'learning_rate': 9.917281645157081e-05, 'epoch': 0.07}
{'loss': 2.8549, 'grad_norm': 1.5234375, 'learning_rate': 9.915417650799854e-05, 'epoch': 0.07}
{'loss': 2.8571, 'grad_norm': 1.5703125, 'learning_rate': 9.913533067063113e-05, 'epoch': 0.07}
{'loss': 2.8877, 'grad_norm': 1.609375, 'learning_rate': 9.911627901840876e-05, 'epoch': 0.07}
{'loss': 2.8762, 'grad_norm': 1.5625, 'learning_rate': 9.90970216311338e-05, 'epoch': 0.07}
{'loss': 2.7598, 'grad_norm': 1.5078125, 'learning_rate': 9.907755858947029e-05, 'epoch': 0.07}
{'loss': 2.9442, 'grad_norm': 1.5390625, 'learning_rate': 9.905788997494377e-05, 'epoch': 0.07}
{'loss': 2.8034, 'grad_norm': 1.5, 'learning_rate': 9.903801586994084e-05, 'epoch': 0.07}
{'loss': 2.7934, 'grad_norm': 1.2890625, 'learning_rate': 9.901793635770882e-05, 'epoch': 0.07}
{'loss': 2.8707, 'grad_norm': 1.390625, 'learning_rate': 9.899765152235549e-05, 'epoch': 0.07}
{'loss': 2.8935, 'grad_norm': 1.328125, 'learning_rate': 9.897716144884863e-05, 'epoch': 0.07}
{'loss': 2.7775, 'grad_norm': 1.53125, 'learning_rate': 9.895646622301571e-05, 'epoch': 0.08}
{'loss': 2.9463, 'grad_norm': 1.4296875, 'learning_rate': 9.893556593154354e-05, 'epoch': 0.08}
{'loss': 2.9071, 'grad_norm': 1.4296875, 'learning_rate': 9.891446066197789e-05, 'epoch': 0.08}
{'loss': 2.8161, 'grad_norm': 1.5234375, 'learning_rate': 9.889315050272315e-05, 'epoch': 0.08}
{'loss': 2.865, 'grad_norm': 1.40625, 'learning_rate': 9.88716355430419e-05, 'epoch': 0.08}
{'loss': 2.7913, 'grad_norm': 1.4453125, 'learning_rate': 9.884991587305459e-05, 'epoch': 0.08}
{'loss': 3.0054, 'grad_norm': 1.3984375, 'learning_rate': 9.882799158373917e-05, 'epoch': 0.08}
{'loss': 2.8214, 'grad_norm': 1.4609375, 'learning_rate': 9.880586276693065e-05, 'epoch': 0.08}
{'loss': 2.9233, 'grad_norm': 1.53125, 'learning_rate': 9.878352951532077e-05, 'epoch': 0.08}
{'eval_loss': 2.8190581798553467, 'eval_runtime': 5.0095, 'eval_samples_per_second': 200.219, 'eval_steps_per_second': 25.152, 'epoch': 0.08}
{'loss': 2.7645, 'grad_norm': 1.4921875, 'learning_rate': 9.87609919224576e-05, 'epoch': 0.08}
{'loss': 2.8344, 'grad_norm': 1.3203125, 'learning_rate': 9.873825008274514e-05, 'epoch': 0.08}
{'loss': 2.7662, 'grad_norm': 1.21875, 'learning_rate': 9.871530409144291e-05, 'epoch': 0.08}
{'loss': 2.7229, 'grad_norm': 1.2421875, 'learning_rate': 9.869215404466557e-05, 'epoch': 0.08}
{'loss': 2.9134, 'grad_norm': 1.4765625, 'learning_rate': 9.86688000393825e-05, 'epoch': 0.08}
{'loss': 2.8084, 'grad_norm': 1.546875, 'learning_rate': 9.864524217341748e-05, 'epoch': 0.08}
{'loss': 2.7586, 'grad_norm': 1.3515625, 'learning_rate': 9.862148054544811e-05, 'epoch': 0.09}
{'loss': 2.7697, 'grad_norm': 1.59375, 'learning_rate': 9.859751525500556e-05, 'epoch': 0.09}
{'loss': 2.7767, 'grad_norm': 1.46875, 'learning_rate': 9.857334640247408e-05, 'epoch': 0.09}
{'loss': 2.8075, 'grad_norm': 1.578125, 'learning_rate': 9.854897408909055e-05, 'epoch': 0.09}
{'loss': 2.898, 'grad_norm': 1.3125, 'learning_rate': 9.852439841694414e-05, 'epoch': 0.09}
{'loss': 2.84, 'grad_norm': 1.3515625, 'learning_rate': 9.849961948897582e-05, 'epoch': 0.09}
{'loss': 2.8611, 'grad_norm': 1.515625, 'learning_rate': 9.847463740897791e-05, 'epoch': 0.09}
{'loss': 2.733, 'grad_norm': 1.5390625, 'learning_rate': 9.844945228159373e-05, 'epoch': 0.09}
{'loss': 2.7677, 'grad_norm': 1.46875, 'learning_rate': 9.842406421231711e-05, 'epoch': 0.09}
{'loss': 2.8105, 'grad_norm': 1.4921875, 'learning_rate': 9.83984733074919e-05, 'epoch': 0.09}
{'loss': 2.8251, 'grad_norm': 1.4921875, 'learning_rate': 9.837267967431162e-05, 'epoch': 0.09}
{'loss': 2.7677, 'grad_norm': 2.828125, 'learning_rate': 9.834668342081897e-05, 'epoch': 0.09}
{'loss': 2.6967, 'grad_norm': 1.2734375, 'learning_rate': 9.832048465590531e-05, 'epoch': 0.09}
{'loss': 2.7674, 'grad_norm': 1.890625, 'learning_rate': 9.829408348931035e-05, 'epoch': 0.09}
{'loss': 2.6336, 'grad_norm': 1.5234375, 'learning_rate': 9.826748003162156e-05, 'epoch': 0.09}
{'loss': 2.718, 'grad_norm': 1.453125, 'learning_rate': 9.824067439427374e-05, 'epoch': 0.09}
{'loss': 2.6072, 'grad_norm': 1.3828125, 'learning_rate': 9.821366668954861e-05, 'epoch': 0.1}
{'loss': 2.728, 'grad_norm': 1.4765625, 'learning_rate': 9.818645703057427e-05, 'epoch': 0.1}
{'loss': 2.7955, 'grad_norm': 1.8515625, 'learning_rate': 9.815904553132476e-05, 'epoch': 0.1}
{'eval_loss': 2.7225677967071533, 'eval_runtime': 5.0028, 'eval_samples_per_second': 200.488, 'eval_steps_per_second': 25.186, 'epoch': 0.1}
{'loss': 2.7971, 'grad_norm': 1.5390625, 'learning_rate': 9.813143230661954e-05, 'epoch': 0.1}
{'loss': 2.7768, 'grad_norm': 1.7109375, 'learning_rate': 9.810361747212313e-05, 'epoch': 0.1}
{'loss': 2.7222, 'grad_norm': 1.5546875, 'learning_rate': 9.807560114434447e-05, 'epoch': 0.1}
{'loss': 2.7802, 'grad_norm': 1.578125, 'learning_rate': 9.804738344063649e-05, 'epoch': 0.1}
{'loss': 2.6028, 'grad_norm': 1.59375, 'learning_rate': 9.801896447919567e-05, 'epoch': 0.1}
{'loss': 2.8108, 'grad_norm': 1.5234375, 'learning_rate': 9.799034437906152e-05, 'epoch': 0.1}
{'loss': 2.7254, 'grad_norm': 1.34375, 'learning_rate': 9.796152326011603e-05, 'epoch': 0.1}
{'loss': 2.8094, 'grad_norm': 3.796875, 'learning_rate': 9.79325012430832e-05, 'epoch': 0.1}
{'loss': 2.5304, 'grad_norm': 1.6796875, 'learning_rate': 9.790327844952857e-05, 'epoch': 0.1}
{'loss': 2.6322, 'grad_norm': 1.8203125, 'learning_rate': 9.787385500185866e-05, 'epoch': 0.1}
{'loss': 2.8398, 'grad_norm': 1.8046875, 'learning_rate': 9.784423102332046e-05, 'epoch': 0.1}
{'loss': 2.8041, 'grad_norm': 1.703125, 'learning_rate': 9.781440663800099e-05, 'epoch': 0.1}
{'loss': 2.5437, 'grad_norm': 1.46875, 'learning_rate': 9.778438197082666e-05, 'epoch': 0.11}
{'loss': 2.6356, 'grad_norm': 1.84375, 'learning_rate': 9.775415714756283e-05, 'epoch': 0.11}
{'loss': 2.6021, 'grad_norm': 1.4921875, 'learning_rate': 9.772373229481325e-05, 'epoch': 0.11}
{'loss': 2.6884, 'grad_norm': 1.15625, 'learning_rate': 9.769310754001957e-05, 'epoch': 0.11}
{'loss': 2.7604, 'grad_norm': 1.59375, 'learning_rate': 9.766228301146074e-05, 'epoch': 0.11}
{'loss': 2.6934, 'grad_norm': 1.90625, 'learning_rate': 9.763125883825252e-05, 'epoch': 0.11}
{'loss': 2.7325, 'grad_norm': 1.5703125, 'learning_rate': 9.760003515034699e-05, 'epoch': 0.11}
{'loss': 2.6696, 'grad_norm': 1.6640625, 'learning_rate': 9.756861207853182e-05, 'epoch': 0.11}
{'loss': 2.6389, 'grad_norm': 1.3828125, 'learning_rate': 9.753698975442995e-05, 'epoch': 0.11}
{'loss': 2.6391, 'grad_norm': 1.46875, 'learning_rate': 9.750516831049889e-05, 'epoch': 0.11}
{'loss': 2.6029, 'grad_norm': 1.3359375, 'learning_rate': 9.747314788003024e-05, 'epoch': 0.11}
{'loss': 2.6603, 'grad_norm': 1.5859375, 'learning_rate': 9.744092859714903e-05, 'epoch': 0.11}
{'loss': 2.5768, 'grad_norm': 2.875, 'learning_rate': 9.740851059681335e-05, 'epoch': 0.11}
{'eval_loss': 2.611396551132202, 'eval_runtime': 5.003, 'eval_samples_per_second': 200.481, 'eval_steps_per_second': 25.185, 'epoch': 0.11}
{'loss': 2.7362, 'grad_norm': 2.796875, 'learning_rate': 9.737589401481355e-05, 'epoch': 0.11}
{'loss': 2.7028, 'grad_norm': 1.4140625, 'learning_rate': 9.734307898777187e-05, 'epoch': 0.11}
{'loss': 2.6186, 'grad_norm': 2.234375, 'learning_rate': 9.73100656531417e-05, 'epoch': 0.11}
{'loss': 2.6187, 'grad_norm': 1.7421875, 'learning_rate': 9.727685414920716e-05, 'epoch': 0.12}
{'loss': 2.5625, 'grad_norm': 1.7265625, 'learning_rate': 9.72434446150824e-05, 'epoch': 0.12}
{'loss': 2.5151, 'grad_norm': 1.296875, 'learning_rate': 9.720983719071112e-05, 'epoch': 0.12}
{'loss': 2.595, 'grad_norm': 1.453125, 'learning_rate': 9.717603201686589e-05, 'epoch': 0.12}
{'loss': 2.5104, 'grad_norm': 1.8359375, 'learning_rate': 9.714202923514761e-05, 'epoch': 0.12}
{'loss': 2.6695, 'grad_norm': 1.6875, 'learning_rate': 9.710782898798488e-05, 'epoch': 0.12}
{'loss': 2.5569, 'grad_norm': 1.7734375, 'learning_rate': 9.707343141863348e-05, 'epoch': 0.12}
{'loss': 2.4567, 'grad_norm': 1.46875, 'learning_rate': 9.70388366711757e-05, 'epoch': 0.12}
{'loss': 2.6308, 'grad_norm': 1.359375, 'learning_rate': 9.700404489051974e-05, 'epoch': 0.12}
{'loss': 2.5895, 'grad_norm': 1.5625, 'learning_rate': 9.696905622239912e-05, 'epoch': 0.12}
{'loss': 2.7479, 'grad_norm': 1.5234375, 'learning_rate': 9.693387081337211e-05, 'epoch': 0.12}
{'loss': 2.4972, 'grad_norm': 1.5234375, 'learning_rate': 9.689848881082102e-05, 'epoch': 0.12}
{'loss': 2.6597, 'grad_norm': 1.2578125, 'learning_rate': 9.686291036295167e-05, 'epoch': 0.12}
{'loss': 2.5448, 'grad_norm': 1.234375, 'learning_rate': 9.682713561879275e-05, 'epoch': 0.12}
{'loss': 2.6203, 'grad_norm': 1.453125, 'learning_rate': 9.679116472819516e-05, 'epoch': 0.12}
{'loss': 2.6668, 'grad_norm': 1.5, 'learning_rate': 9.67549978418314e-05, 'epoch': 0.13}
{'loss': 2.596, 'grad_norm': 1.1640625, 'learning_rate': 9.671863511119495e-05, 'epoch': 0.13}
{'loss': 2.557, 'grad_norm': 1.171875, 'learning_rate': 9.668207668859965e-05, 'epoch': 0.13}
{'loss': 2.3983, 'grad_norm': 1.3203125, 'learning_rate': 9.664532272717901e-05, 'epoch': 0.13}
{'loss': 2.5618, 'grad_norm': 1.3359375, 'learning_rate': 9.660837338088564e-05, 'epoch': 0.13}
{'loss': 2.5895, 'grad_norm': 1.2421875, 'learning_rate': 9.657122880449053e-05, 'epoch': 0.13}
{'loss': 2.5648, 'grad_norm': 1.296875, 'learning_rate': 9.653388915358243e-05, 'epoch': 0.13}
{'eval_loss': 2.530740261077881, 'eval_runtime': 4.9971, 'eval_samples_per_second': 200.717, 'eval_steps_per_second': 25.215, 'epoch': 0.13}
{'loss': 2.4399, 'grad_norm': 1.5546875, 'learning_rate': 9.649635458456725e-05, 'epoch': 0.13}
{'loss': 2.4645, 'grad_norm': 1.125, 'learning_rate': 9.645862525466734e-05, 'epoch': 0.13}
{'loss': 2.4942, 'grad_norm': 1.5234375, 'learning_rate': 9.64207013219208e-05, 'epoch': 0.13}
{'loss': 2.6016, 'grad_norm': 1.3125, 'learning_rate': 9.638258294518098e-05, 'epoch': 0.13}
{'loss': 2.5301, 'grad_norm': 1.421875, 'learning_rate': 9.634427028411559e-05, 'epoch': 0.13}
{'loss': 2.5355, 'grad_norm': 1.2578125, 'learning_rate': 9.630576349920622e-05, 'epoch': 0.13}
{'loss': 2.4448, 'grad_norm': 1.34375, 'learning_rate': 9.626706275174754e-05, 'epoch': 0.13}
{'loss': 2.5922, 'grad_norm': 1.296875, 'learning_rate': 9.622816820384675e-05, 'epoch': 0.13}
{'loss': 2.4562, 'grad_norm': 1.7578125, 'learning_rate': 9.618908001842274e-05, 'epoch': 0.13}
{'loss': 2.4065, 'grad_norm': 1.109375, 'learning_rate': 9.614979835920557e-05, 'epoch': 0.14}
{'loss': 2.5388, 'grad_norm': 2.546875, 'learning_rate': 9.611032339073569e-05, 'epoch': 0.14}
{'loss': 2.5726, 'grad_norm': 1.2265625, 'learning_rate': 9.607065527836323e-05, 'epoch': 0.14}
{'loss': 2.4807, 'grad_norm': 1.4296875, 'learning_rate': 9.603079418824739e-05, 'epoch': 0.14}
{'loss': 2.6664, 'grad_norm': 1.328125, 'learning_rate': 9.599074028735572e-05, 'epoch': 0.14}
{'loss': 2.5068, 'grad_norm': 1.375, 'learning_rate': 9.595049374346334e-05, 'epoch': 0.14}
{'loss': 2.4897, 'grad_norm': 1.1796875, 'learning_rate': 9.591005472515237e-05, 'epoch': 0.14}
{'loss': 2.5339, 'grad_norm': 1.265625, 'learning_rate': 9.58694234018111e-05, 'epoch': 0.14}
{'loss': 2.4164, 'grad_norm': 1.171875, 'learning_rate': 9.582859994363335e-05, 'epoch': 0.14}
{'loss': 2.4546, 'grad_norm': 1.234375, 'learning_rate': 9.578758452161778e-05, 'epoch': 0.14}
{'loss': 2.5452, 'grad_norm': 1.3359375, 'learning_rate': 9.574637730756707e-05, 'epoch': 0.14}
{'loss': 2.5348, 'grad_norm': 1.21875, 'learning_rate': 9.570497847408732e-05, 'epoch': 0.14}
{'loss': 2.4881, 'grad_norm': 1.21875, 'learning_rate': 9.566338819458724e-05, 'epoch': 0.14}
{'loss': 2.4285, 'grad_norm': 1.015625, 'learning_rate': 9.562160664327747e-05, 'epoch': 0.14}
{'loss': 2.5411, 'grad_norm': 1.3203125, 'learning_rate': 9.557963399516985e-05, 'epoch': 0.14}
{'loss': 2.5066, 'grad_norm': 1.2890625, 'learning_rate': 9.553747042607664e-05, 'epoch': 0.15}
{'eval_loss': 2.4745090007781982, 'eval_runtime': 5.0101, 'eval_samples_per_second': 200.194, 'eval_steps_per_second': 25.149, 'epoch': 0.15}
{'loss': 2.3806, 'grad_norm': 1.84375, 'learning_rate': 9.549511611260984e-05, 'epoch': 0.15}
{'loss': 2.5485, 'grad_norm': 1.1171875, 'learning_rate': 9.545257123218043e-05, 'epoch': 0.15}
{'loss': 2.4214, 'grad_norm': 1.171875, 'learning_rate': 9.540983596299762e-05, 'epoch': 0.15}
{'loss': 2.52, 'grad_norm': 1.9375, 'learning_rate': 9.536691048406811e-05, 'epoch': 0.15}
{'loss': 2.4825, 'grad_norm': 1.0703125, 'learning_rate': 9.532379497519533e-05, 'epoch': 0.15}
{'loss': 2.5083, 'grad_norm': 1.28125, 'learning_rate': 9.528048961697868e-05, 'epoch': 0.15}
