                                                                                                                                                                                                                                                                                                                                                                       
{'loss': 16.825, 'grad_norm': 135.0, 'learning_rate': 0.0, 'epoch': 0.0}
{'loss': 13.5148, 'grad_norm': 30.625, 'learning_rate': 4.258064516129032e-05, 'epoch': 0.0}
{'loss': 13.4032, 'grad_norm': 25.625, 'learning_rate': 4.4516129032258055e-05, 'epoch': 0.0}
{'loss': 13.2869, 'grad_norm': 20.875, 'learning_rate': 4.6451612903225805e-05, 'epoch': 0.0}
{'loss': 13.133, 'grad_norm': 20.625, 'learning_rate': 4.838709677419354e-05, 'epoch': 0.0}
{'loss': 13.0255, 'grad_norm': 19.375, 'learning_rate': 5.032258064516129e-05, 'epoch': 0.0}
{'loss': 12.9053, 'grad_norm': 18.75, 'learning_rate': 5.2258064516129025e-05, 'epoch': 0.0}
{'loss': 12.7278, 'grad_norm': 24.75, 'learning_rate': 5.419354838709677e-05, 'epoch': 0.0}
{'loss': 12.5596, 'grad_norm': 21.875, 'learning_rate': 5.612903225806451e-05, 'epoch': 0.0}
{'loss': 12.4387, 'grad_norm': 19.875, 'learning_rate': 5.806451612903225e-05, 'epoch': 0.0}
{'loss': 12.308, 'grad_norm': 16.5, 'learning_rate': 5.9999999999999995e-05, 'epoch': 0.0}
{'loss': 12.1276, 'grad_norm': 19.875, 'learning_rate': 6.193548387096773e-05, 'epoch': 0.0}
{'loss': 12.0197, 'grad_norm': 16.0, 'learning_rate': 6.387096774193548e-05, 'epoch': 0.0}
{'loss': 11.9017, 'grad_norm': 17.625, 'learning_rate': 6.580645161290322e-05, 'epoch': 0.0}
{'loss': 11.8023, 'grad_norm': 27.875, 'learning_rate': 6.774193548387096e-05, 'epoch': 0.0}
{'loss': 11.7189, 'grad_norm': 8.5, 'learning_rate': 6.96774193548387e-05, 'epoch': 0.0}
{'loss': 11.6395, 'grad_norm': 8.0625, 'learning_rate': 7.161290322580645e-05, 'epoch': 0.0}
{'loss': 11.5586, 'grad_norm': 19.25, 'learning_rate': 7.354838709677418e-05, 'epoch': 0.0}
{'loss': 11.4815, 'grad_norm': 10.125, 'learning_rate': 7.548387096774192e-05, 'epoch': 0.0}
{'loss': 11.4263, 'grad_norm': 10.1875, 'learning_rate': 7.741935483870967e-05, 'epoch': 0.0}
{'loss': 11.3997, 'grad_norm': 12.8125, 'learning_rate': 7.935483870967742e-05, 'epoch': 0.0}
{'loss': 11.3421, 'grad_norm': 9.8125, 'learning_rate': 8.129032258064517e-05, 'epoch': 0.0}
{'loss': 11.2632, 'grad_norm': 9.1875, 'learning_rate': 8.322580645161289e-05, 'epoch': 0.0}
{'loss': 11.2328, 'grad_norm': 9.5, 'learning_rate': 8.516129032258064e-05, 'epoch': 0.0}
{'loss': 11.1682, 'grad_norm': 5.1875, 'learning_rate': 8.709677419354839e-05, 'epoch': 0.0}
{'loss': 11.0965, 'grad_norm': 5.09375, 'learning_rate': 8.903225806451611e-05, 'epoch': 0.0}
{'loss': 11.0743, 'grad_norm': 6.34375, 'learning_rate': 9.096774193548386e-05, 'epoch': 0.0}
{'loss': 11.0142, 'grad_norm': 4.6875, 'learning_rate': 9.290322580645161e-05, 'epoch': 0.0}
{'loss': 10.9764, 'grad_norm': 5.6875, 'learning_rate': 9.483870967741934e-05, 'epoch': 0.0}
{'loss': 10.9318, 'grad_norm': 6.6875, 'learning_rate': 9.677419354838708e-05, 'epoch': 0.0}
{'loss': 10.8959, 'grad_norm': 8.4375, 'learning_rate': 9.870967741935483e-05, 'epoch': 0.0}
{'loss': 10.8526, 'grad_norm': 5.375, 'learning_rate': 0.00010064516129032258, 'epoch': 0.0}
{'loss': 10.8039, 'grad_norm': 11.5625, 'learning_rate': 0.00010258064516129031, 'epoch': 0.0}
{'loss': 10.7703, 'grad_norm': 4.09375, 'learning_rate': 0.00010451612903225805, 'epoch': 0.0}
{'loss': 10.7559, 'grad_norm': 3.890625, 'learning_rate': 0.0001064516129032258, 'epoch': 0.0}
{'loss': 10.7147, 'grad_norm': 4.78125, 'learning_rate': 0.00010838709677419353, 'epoch': 0.0}
{'loss': 10.6723, 'grad_norm': 4.03125, 'learning_rate': 0.00011032258064516128, 'epoch': 0.0}
{'loss': 10.6614, 'grad_norm': 5.15625, 'learning_rate': 0.00011225806451612902, 'epoch': 0.0}
{'loss': 10.6197, 'grad_norm': 6.25, 'learning_rate': 0.00011419354838709676, 'epoch': 0.0}
{'loss': 10.5796, 'grad_norm': 2.0625, 'learning_rate': 0.0001161290322580645, 'epoch': 0.0}
{'loss': 10.561, 'grad_norm': 3.265625, 'learning_rate': 0.00011806451612903225, 'epoch': 0.0}
{'loss': 10.5059, 'grad_norm': 5.25, 'learning_rate': 0.00011999999999999999, 'epoch': 0.0}
{'loss': 10.5223, 'grad_norm': 4.28125, 'learning_rate': 0.00012193548387096773, 'epoch': 0.0}
{'loss': 10.4659, 'grad_norm': 4.84375, 'learning_rate': 0.00012387096774193546, 'epoch': 0.0}
{'loss': 10.4211, 'grad_norm': 2.421875, 'learning_rate': 0.00012580645161290322, 'epoch': 0.0}
{'loss': 10.4072, 'grad_norm': 2.90625, 'learning_rate': 0.00012774193548387096, 'epoch': 0.0}
{'loss': 10.3667, 'grad_norm': 2.796875, 'learning_rate': 0.0001296774193548387, 'epoch': 0.0}
{'loss': 10.3246, 'grad_norm': 4.1875, 'learning_rate': 0.00013161290322580643, 'epoch': 0.0}
{'loss': 10.3024, 'grad_norm': 4.875, 'learning_rate': 0.0001335483870967742, 'epoch': 0.0}
{'loss': 10.2828, 'grad_norm': 2.125, 'learning_rate': 0.00013548387096774193, 'epoch': 0.0}
{'loss': 10.2457, 'grad_norm': 2.078125, 'learning_rate': 0.00013741935483870966, 'epoch': 0.0}
{'loss': 10.2068, 'grad_norm': 2.421875, 'learning_rate': 0.0001393548387096774, 'epoch': 0.0}
{'loss': 10.1837, 'grad_norm': 6.375, 'learning_rate': 0.00014129032258064514, 'epoch': 0.0}
{'loss': 10.1461, 'grad_norm': 2.53125, 'learning_rate': 0.0001432258064516129, 'epoch': 0.0}
{'loss': 10.1114, 'grad_norm': 3.34375, 'learning_rate': 0.00014516129032258063, 'epoch': 0.0}
{'loss': 10.0574, 'grad_norm': 2.875, 'learning_rate': 0.00014709677419354837, 'epoch': 0.0}
{'loss': 10.0266, 'grad_norm': 1.84375, 'learning_rate': 0.0001490322580645161, 'epoch': 0.0}
{'loss': 10.0274, 'grad_norm': 3.109375, 'learning_rate': 0.00015096774193548384, 'epoch': 0.0}
{'loss': 9.9525, 'grad_norm': 2.984375, 'learning_rate': 0.00015290322580645158, 'epoch': 0.0}
{'loss': 9.9259, 'grad_norm': 6.75, 'learning_rate': 0.00015483870967741934, 'epoch': 0.0}
{'loss': 9.8927, 'grad_norm': 4.15625, 'learning_rate': 0.00015677419354838708, 'epoch': 0.0}
{'loss': 9.8664, 'grad_norm': 1.453125, 'learning_rate': 0.00015870967741935484, 'epoch': 0.0}
{'loss': 9.8403, 'grad_norm': 1.421875, 'learning_rate': 0.00016064516129032257, 'epoch': 0.0}
{'loss': 9.765, 'grad_norm': 3.96875, 'learning_rate': 0.00016258064516129034, 'epoch': 0.0}
{'loss': 9.7445, 'grad_norm': 2.21875, 'learning_rate': 0.00016451612903225804, 'epoch': 0.0}
{'loss': 9.7028, 'grad_norm': 2.265625, 'learning_rate': 0.00016645161290322578, 'epoch': 0.0}
{'loss': 9.6554, 'grad_norm': 1.1328125, 'learning_rate': 0.00016838709677419354, 'epoch': 0.0}
{'loss': 9.6398, 'grad_norm': 1.8203125, 'learning_rate': 0.00017032258064516128, 'epoch': 0.0}
{'loss': 9.5934, 'grad_norm': 2.8125, 'learning_rate': 0.00017225806451612901, 'epoch': 0.0}
{'loss': 9.5622, 'grad_norm': 0.98046875, 'learning_rate': 0.00017419354838709678, 'epoch': 0.0}
{'loss': 9.5072, 'grad_norm': 1.234375, 'learning_rate': 0.00017612903225806449, 'epoch': 0.0}
{'loss': 9.5117, 'grad_norm': 2.53125, 'learning_rate': 0.00017806451612903222, 'epoch': 0.0}
{'loss': 9.4546, 'grad_norm': 0.83984375, 'learning_rate': 0.00017999999999999998, 'epoch': 0.0}
{'loss': 9.456, 'grad_norm': 0.99609375, 'learning_rate': 0.00018193548387096772, 'epoch': 0.0}
{'loss': 9.3845, 'grad_norm': 1.078125, 'learning_rate': 0.00018387096774193548, 'epoch': 0.0}
{'loss': 9.4315, 'grad_norm': 1.6328125, 'learning_rate': 0.00018580645161290322, 'epoch': 0.0}
{'loss': 9.364, 'grad_norm': 0.89453125, 'learning_rate': 0.00018774193548387095, 'epoch': 0.0}
{'loss': 9.3169, 'grad_norm': 0.98046875, 'learning_rate': 0.0001896774193548387, 'epoch': 0.0}
{'loss': 9.3333, 'grad_norm': 0.99609375, 'learning_rate': 0.00019161290322580643, 'epoch': 0.0}
                                                                                                                                                                                                                                                                                                                                                                       
{'eval_loss': 9.366801261901855, 'eval_runtime': 0.5029, 'eval_samples_per_second': 39.767, 'eval_steps_per_second': 5.965, 'epoch': 0.0}
{'loss': 9.3144, 'grad_norm': 1.109375, 'learning_rate': 0.00019354838709677416, 'epoch': 0.0}
{'loss': 9.2784, 'grad_norm': 0.69140625, 'learning_rate': 0.00019548387096774192, 'epoch': 0.0}
{'loss': 9.2727, 'grad_norm': 0.74609375, 'learning_rate': 0.00019741935483870966, 'epoch': 0.0}
{'loss': 9.251, 'grad_norm': 1.5, 'learning_rate': 0.00019935483870967742, 'epoch': 0.0}
{'loss': 9.2576, 'grad_norm': 1.8125, 'learning_rate': 0.00020129032258064516, 'epoch': 0.0}
{'loss': 9.2599, 'grad_norm': 0.87109375, 'learning_rate': 0.00020322580645161287, 'epoch': 0.0}
{'loss': 9.1989, 'grad_norm': 0.8359375, 'learning_rate': 0.00020516129032258063, 'epoch': 0.0}
{'loss': 9.1447, 'grad_norm': 1.15625, 'learning_rate': 0.00020709677419354836, 'epoch': 0.0}
{'loss': 9.17, 'grad_norm': 1.0, 'learning_rate': 0.0002090322580645161, 'epoch': 0.0}
{'loss': 9.1726, 'grad_norm': 1.2421875, 'learning_rate': 0.00021096774193548386, 'epoch': 0.0}
{'loss': 9.1877, 'grad_norm': 2.109375, 'learning_rate': 0.0002129032258064516, 'epoch': 0.0}
{'loss': 9.1696, 'grad_norm': 1.0859375, 'learning_rate': 0.00021483870967741936, 'epoch': 0.0}
{'loss': 9.1657, 'grad_norm': 1.3046875, 'learning_rate': 0.00021677419354838707, 'epoch': 0.0}
{'loss': 9.1785, 'grad_norm': 1.5, 'learning_rate': 0.0002187096774193548, 'epoch': 0.0}
{'loss': 9.111, 'grad_norm': 1.546875, 'learning_rate': 0.00022064516129032257, 'epoch': 0.0}
{'loss': 9.1402, 'grad_norm': 2.328125, 'learning_rate': 0.0002225806451612903, 'epoch': 0.0}
{'loss': 8.988, 'grad_norm': 2.1875, 'learning_rate': 0.00022451612903225804, 'epoch': 0.0}
{'loss': 9.0143, 'grad_norm': 2.828125, 'learning_rate': 0.0002264516129032258, 'epoch': 0.0}
{'loss': 8.9536, 'grad_norm': 5.1875, 'learning_rate': 0.0002283870967741935, 'epoch': 0.0}
{'loss': 8.8995, 'grad_norm': 5.9375, 'learning_rate': 0.00023032258064516125, 'epoch': 0.0}
{'loss': 8.7869, 'grad_norm': 8.9375, 'learning_rate': 0.000232258064516129, 'epoch': 0.0}
{'loss': 8.7293, 'grad_norm': 10.375, 'learning_rate': 0.00023419354838709674, 'epoch': 0.0}
{'loss': 8.6198, 'grad_norm': 23.375, 'learning_rate': 0.0002361290322580645, 'epoch': 0.0}
{'loss': 8.7418, 'grad_norm': 16.875, 'learning_rate': 0.00023806451612903224, 'epoch': 0.0}
{'loss': 8.6015, 'grad_norm': 19.125, 'learning_rate': 0.00023999999999999998, 'epoch': 0.0}
{'loss': 8.4386, 'grad_norm': 15.6875, 'learning_rate': 0.00024193548387096771, 'epoch': 0.0}
{'loss': 8.2198, 'grad_norm': 11.9375, 'learning_rate': 0.00024387096774193545, 'epoch': 0.0}
{'loss': 8.0158, 'grad_norm': 7.15625, 'learning_rate': 0.0002458064516129032, 'epoch': 0.0}
{'loss': 7.8958, 'grad_norm': 9.0, 'learning_rate': 0.0002477419354838709, 'epoch': 0.0}
{'loss': 7.7979, 'grad_norm': 5.375, 'learning_rate': 0.0002496774193548387, 'epoch': 0.0}
{'loss': 7.6764, 'grad_norm': 5.8125, 'learning_rate': 0.00025161290322580645, 'epoch': 0.0}
{'loss': 7.6064, 'grad_norm': 3.625, 'learning_rate': 0.0002535483870967742, 'epoch': 0.0}
{'loss': 7.5068, 'grad_norm': 3.109375, 'learning_rate': 0.0002554838709677419, 'epoch': 0.0}
{'loss': 7.5032, 'grad_norm': 2.90625, 'learning_rate': 0.0002574193548387096, 'epoch': 0.0}
{'loss': 7.3515, 'grad_norm': 2.53125, 'learning_rate': 0.0002593548387096774, 'epoch': 0.0}
{'loss': 7.3573, 'grad_norm': 1.578125, 'learning_rate': 0.00026129032258064515, 'epoch': 0.0}
{'loss': 7.3108, 'grad_norm': 1.4296875, 'learning_rate': 0.00026322580645161286, 'epoch': 0.0}
{'loss': 7.2967, 'grad_norm': 1.2109375, 'learning_rate': 0.0002651612903225806, 'epoch': 0.0}
{'loss': 7.2659, 'grad_norm': 1.328125, 'learning_rate': 0.0002670967741935484, 'epoch': 0.0}
{'loss': 7.2954, 'grad_norm': 1.421875, 'learning_rate': 0.0002690322580645161, 'epoch': 0.0}
{'loss': 7.3028, 'grad_norm': 1.390625, 'learning_rate': 0.00027096774193548386, 'epoch': 0.0}
{'loss': 7.2334, 'grad_norm': 0.61328125, 'learning_rate': 0.00027290322580645157, 'epoch': 0.0}
{'loss': 7.2792, 'grad_norm': 0.67578125, 'learning_rate': 0.00027483870967741933, 'epoch': 0.0}
{'loss': 7.1986, 'grad_norm': 0.8828125, 'learning_rate': 0.0002767741935483871, 'epoch': 0.0}
{'loss': 7.2038, 'grad_norm': 0.7109375, 'learning_rate': 0.0002787096774193548, 'epoch': 0.0}
{'loss': 7.2013, 'grad_norm': 0.68359375, 'learning_rate': 0.00028064516129032256, 'epoch': 0.0}
{'loss': 7.2589, 'grad_norm': 0.5703125, 'learning_rate': 0.00028258064516129027, 'epoch': 0.0}
{'loss': 7.1925, 'grad_norm': 0.54296875, 'learning_rate': 0.00028451612903225803, 'epoch': 0.0}
{'loss': 7.1624, 'grad_norm': 0.74609375, 'learning_rate': 0.0002864516129032258, 'epoch': 0.0}
{'loss': 7.1753, 'grad_norm': 0.69921875, 'learning_rate': 0.0002883870967741935, 'epoch': 0.0}
{'loss': 7.1462, 'grad_norm': 0.7109375, 'learning_rate': 0.00029032258064516127, 'epoch': 0.0}
{'loss': 7.199, 'grad_norm': 0.8984375, 'learning_rate': 0.00029225806451612903, 'epoch': 0.0}
{'loss': 7.1768, 'grad_norm': 0.73046875, 'learning_rate': 0.00029419354838709674, 'epoch': 0.0}
{'loss': 7.1052, 'grad_norm': 0.5078125, 'learning_rate': 0.0002961290322580645, 'epoch': 0.0}
{'loss': 7.2106, 'grad_norm': 0.89453125, 'learning_rate': 0.0002980645161290322, 'epoch': 0.01}
{'loss': 7.1766, 'grad_norm': 0.49609375, 'learning_rate': 0.0003, 'epoch': 0.01}
{'loss': 7.0901, 'grad_norm': 0.98828125, 'learning_rate': 0.00029999999922192825, 'epoch': 0.01}
{'loss': 7.1465, 'grad_norm': 0.68359375, 'learning_rate': 0.0002999999968877132, 'epoch': 0.01}
{'loss': 7.2113, 'grad_norm': 0.546875, 'learning_rate': 0.0002999999929973547, 'epoch': 0.01}
{'loss': 7.0991, 'grad_norm': 0.765625, 'learning_rate': 0.0002999999875508529, 'epoch': 0.01}
{'loss': 7.146, 'grad_norm': 0.61328125, 'learning_rate': 0.00029999998054820785, 'epoch': 0.01}
{'loss': 7.1667, 'grad_norm': 0.470703125, 'learning_rate': 0.00029999997198941963, 'epoch': 0.01}
{'loss': 7.091, 'grad_norm': 0.6953125, 'learning_rate': 0.0002999999618744883, 'epoch': 0.01}
{'loss': 7.1692, 'grad_norm': 0.90234375, 'learning_rate': 0.0002999999502034139, 'epoch': 0.01}
{'loss': 7.1431, 'grad_norm': 1.09375, 'learning_rate': 0.0002999999369761966, 'epoch': 0.01}
{'loss': 7.1442, 'grad_norm': 0.93359375, 'learning_rate': 0.00029999992219283665, 'epoch': 0.01}
{'loss': 7.0725, 'grad_norm': 0.640625, 'learning_rate': 0.00029999990585333403, 'epoch': 0.01}
{'loss': 7.1017, 'grad_norm': 0.79296875, 'learning_rate': 0.000299999887957689, 'epoch': 0.01}
{'loss': 7.1349, 'grad_norm': 0.8203125, 'learning_rate': 0.00029999986850590176, 'epoch': 0.01}
{'loss': 6.9795, 'grad_norm': 1.421875, 'learning_rate': 0.0002999998474979725, 'epoch': 0.01}
{'loss': 7.0553, 'grad_norm': 0.65625, 'learning_rate': 0.00029999982493390137, 'epoch': 0.01}
{'loss': 7.0559, 'grad_norm': 1.0, 'learning_rate': 0.00029999980081368865, 'epoch': 0.01}
{'loss': 7.0898, 'grad_norm': 1.9609375, 'learning_rate': 0.0002999997751373346, 'epoch': 0.01}
{'loss': 7.0836, 'grad_norm': 2.109375, 'learning_rate': 0.0002999997479048396, 'epoch': 0.01}
{'loss': 7.0748, 'grad_norm': 0.6875, 'learning_rate': 0.00029999971911620366, 'epoch': 0.01}
{'loss': 7.0998, 'grad_norm': 1.8203125, 'learning_rate': 0.0002999996887714273, 'epoch': 0.01}
{'loss': 7.0459, 'grad_norm': 1.6015625, 'learning_rate': 0.00029999965687051074, 'epoch': 0.01}
{'loss': 7.0732, 'grad_norm': 1.328125, 'learning_rate': 0.0002999996234134544, 'epoch': 0.01}
{'loss': 7.0523, 'grad_norm': 5.59375, 'learning_rate': 0.00029999958840025854, 'epoch': 0.01}
{'loss': 7.0106, 'grad_norm': 1.4140625, 'learning_rate': 0.0002999995518309235, 'epoch': 0.01}
{'loss': 7.0768, 'grad_norm': 1.4765625, 'learning_rate': 0.00029999951370544977, 'epoch': 0.01}
{'loss': 7.0251, 'grad_norm': 0.60546875, 'learning_rate': 0.00029999947402383766, 'epoch': 0.01}
{'loss': 7.0695, 'grad_norm': 1.2109375, 'learning_rate': 0.0002999994327860876, 'epoch': 0.01}
{'loss': 7.0262, 'grad_norm': 2.375, 'learning_rate': 0.00029999938999220006, 'epoch': 0.01}
{'loss': 7.0272, 'grad_norm': 0.88671875, 'learning_rate': 0.0002999993456421754, 'epoch': 0.01}
{'loss': 6.9384, 'grad_norm': 0.482421875, 'learning_rate': 0.0002999992997360142, 'epoch': 0.01}
{'loss': 7.0551, 'grad_norm': 0.81640625, 'learning_rate': 0.00029999925227371674, 'epoch': 0.01}
{'loss': 7.0411, 'grad_norm': 0.671875, 'learning_rate': 0.00029999920325528376, 'epoch': 0.01}
{'loss': 7.0169, 'grad_norm': 0.6484375, 'learning_rate': 0.0002999991526807156, 'epoch': 0.01}
{'loss': 6.982, 'grad_norm': 0.482421875, 'learning_rate': 0.0002999991005500128, 'epoch': 0.01}
{'loss': 6.9966, 'grad_norm': 0.53125, 'learning_rate': 0.00029999904686317595, 'epoch': 0.01}
{'loss': 6.9984, 'grad_norm': 0.80859375, 'learning_rate': 0.00029999899162020565, 'epoch': 0.01}
{'loss': 6.9891, 'grad_norm': 1.0078125, 'learning_rate': 0.0002999989348211023, 'epoch': 0.01}
{'loss': 6.9054, 'grad_norm': 0.5546875, 'learning_rate': 0.0002999988764658667, 'epoch': 0.01}
{'loss': 6.9204, 'grad_norm': 0.7109375, 'learning_rate': 0.0002999988165544993, 'epoch': 0.01}
{'loss': 6.9674, 'grad_norm': 1.5234375, 'learning_rate': 0.0002999987550870008, 'epoch': 0.01}
{'loss': 6.9771, 'grad_norm': 1.3828125, 'learning_rate': 0.00029999869206337183, 'epoch': 0.01}
{'loss': 6.8745, 'grad_norm': 0.578125, 'learning_rate': 0.00029999862748361297, 'epoch': 0.01}
{'loss': 6.8696, 'grad_norm': 1.5, 'learning_rate': 0.000299998561347725, 'epoch': 0.01}
{'loss': 6.8658, 'grad_norm': 1.9453125, 'learning_rate': 0.00029999849365570854, 'epoch': 0.01}
{'eval_loss': 7.021096706390381, 'eval_runtime': 0.5011, 'eval_samples_per_second': 39.915, 'eval_steps_per_second': 5.987, 'epoch': 0.01}
{'loss': 6.9101, 'grad_norm': 0.6015625, 'learning_rate': 0.00029999842440756426, 'epoch': 0.01}
{'loss': 6.8303, 'grad_norm': 1.3984375, 'learning_rate': 0.000299998353603293, 'epoch': 0.01}
{'loss': 6.8355, 'grad_norm': 2.03125, 'learning_rate': 0.0002999982812428954, 'epoch': 0.01}
{'loss': 6.9134, 'grad_norm': 1.6015625, 'learning_rate': 0.0002999982073263722, 'epoch': 0.01}
{'loss': 6.8652, 'grad_norm': 1.0703125, 'learning_rate': 0.0002999981318537242, 'epoch': 0.01}
{'loss': 6.8562, 'grad_norm': 1.625, 'learning_rate': 0.00029999805482495225, 'epoch': 0.01}
{'loss': 6.8684, 'grad_norm': 1.9765625, 'learning_rate': 0.00029999797624005704, 'epoch': 0.01}
{'loss': 6.8608, 'grad_norm': 0.53125, 'learning_rate': 0.0002999978960990394, 'epoch': 0.01}
{'loss': 6.8816, 'grad_norm': 2.15625, 'learning_rate': 0.00029999781440190023, 'epoch': 0.01}
{'loss': 6.9105, 'grad_norm': 2.046875, 'learning_rate': 0.00029999773114864026, 'epoch': 0.01}
{'loss': 6.8876, 'grad_norm': 0.5390625, 'learning_rate': 0.00029999764633926047, 'epoch': 0.01}
{'loss': 6.9259, 'grad_norm': 1.9765625, 'learning_rate': 0.00029999755997376173, 'epoch': 0.01}
{'loss': 6.9587, 'grad_norm': 1.90625, 'learning_rate': 0.00029999747205214486, 'epoch': 0.01}
{'loss': 6.9234, 'grad_norm': 0.984375, 'learning_rate': 0.0002999973825744108, 'epoch': 0.01}
{'loss': 6.9083, 'grad_norm': 1.1796875, 'learning_rate': 0.00029999729154056055, 'epoch': 0.01}
{'loss': 6.9236, 'grad_norm': 1.90625, 'learning_rate': 0.00029999719895059497, 'epoch': 0.01}
{'loss': 6.8659, 'grad_norm': 1.796875, 'learning_rate': 0.00029999710480451504, 'epoch': 0.01}
{'loss': 6.8332, 'grad_norm': 0.87890625, 'learning_rate': 0.0002999970091023218, 'epoch': 0.01}
{'loss': 6.9387, 'grad_norm': 1.984375, 'learning_rate': 0.0002999969118440161, 'epoch': 0.01}
{'loss': 6.8406, 'grad_norm': 1.703125, 'learning_rate': 0.00029999681302959907, 'epoch': 0.01}
{'loss': 6.8486, 'grad_norm': 0.326171875, 'learning_rate': 0.00029999671265907175, 'epoch': 0.01}
{'loss': 6.8158, 'grad_norm': 2.75, 'learning_rate': 0.0002999966107324351, 'epoch': 0.01}
{'loss': 6.8327, 'grad_norm': 1.8828125, 'learning_rate': 0.0002999965072496902, 'epoch': 0.01}
{'loss': 6.7945, 'grad_norm': 1.5625, 'learning_rate': 0.0002999964022108381, 'epoch': 0.01}
{'loss': 6.864, 'grad_norm': 2.15625, 'learning_rate': 0.00029999629561588, 'epoch': 0.01}
{'loss': 6.8445, 'grad_norm': 1.265625, 'learning_rate': 0.0002999961874648169, 'epoch': 0.01}
{'loss': 6.8235, 'grad_norm': 1.21875, 'learning_rate': 0.00029999607775764995, 'epoch': 0.01}
{'loss': 6.8531, 'grad_norm': 2.078125, 'learning_rate': 0.00029999596649438025, 'epoch': 0.01}
{'loss': 6.8178, 'grad_norm': 1.28125, 'learning_rate': 0.00029999585367500905, 'epoch': 0.01}
{'loss': 6.7321, 'grad_norm': 1.4453125, 'learning_rate': 0.00029999573929953745, 'epoch': 0.01}
{'loss': 6.8256, 'grad_norm': 2.015625, 'learning_rate': 0.0002999956233679667, 'epoch': 0.01}
{'loss': 6.8942, 'grad_norm': 0.59375, 'learning_rate': 0.00029999550588029783, 'epoch': 0.01}
{'loss': 6.8148, 'grad_norm': 0.99609375, 'learning_rate': 0.00029999538683653227, 'epoch': 0.01}
{'loss': 6.8063, 'grad_norm': 1.296875, 'learning_rate': 0.00029999526623667117, 'epoch': 0.01}
{'loss': 6.7891, 'grad_norm': 1.03125, 'learning_rate': 0.0002999951440807158, 'epoch': 0.01}
{'loss': 6.8206, 'grad_norm': 1.6640625, 'learning_rate': 0.00029999502036866737, 'epoch': 0.01}
{'loss': 6.7664, 'grad_norm': 1.625, 'learning_rate': 0.00029999489510052716, 'epoch': 0.01}
{'loss': 6.7451, 'grad_norm': 0.73828125, 'learning_rate': 0.00029999476827629657, 'epoch': 0.01}
{'loss': 6.8024, 'grad_norm': 1.46875, 'learning_rate': 0.00029999463989597685, 'epoch': 0.01}
{'loss': 6.7252, 'grad_norm': 1.296875, 'learning_rate': 0.0002999945099595693, 'epoch': 0.01}
{'loss': 6.7326, 'grad_norm': 1.640625, 'learning_rate': 0.0002999943784670753, 'epoch': 0.01}
{'loss': 6.8016, 'grad_norm': 1.3984375, 'learning_rate': 0.0002999942454184963, 'epoch': 0.01}
{'loss': 6.718, 'grad_norm': 0.51953125, 'learning_rate': 0.0002999941108138335, 'epoch': 0.01}
{'loss': 6.7295, 'grad_norm': 1.640625, 'learning_rate': 0.0002999939746530885, 'epoch': 0.01}
