                                                                                                                                                                          
{'loss': 18.1237, 'grad_norm': 163.0, 'learning_rate': 0.0, 'epoch': 0.0}
{'loss': 16.0078, 'grad_norm': 69.0, 'learning_rate': 2.838709677419355e-05, 'epoch': 0.0}
{'loss': 15.7672, 'grad_norm': 60.5, 'learning_rate': 2.967741935483871e-05, 'epoch': 0.0}
{'loss': 15.5498, 'grad_norm': 49.5, 'learning_rate': 3.096774193548387e-05, 'epoch': 0.0}
{'loss': 15.3022, 'grad_norm': 45.5, 'learning_rate': 3.2258064516129034e-05, 'epoch': 0.0}
{'loss': 14.9952, 'grad_norm': 41.0, 'learning_rate': 3.3548387096774195e-05, 'epoch': 0.0}
{'loss': 14.7873, 'grad_norm': 41.25, 'learning_rate': 3.483870967741936e-05, 'epoch': 0.0}
{'loss': 14.6101, 'grad_norm': 33.25, 'learning_rate': 3.612903225806452e-05, 'epoch': 0.0}
{'loss': 14.4979, 'grad_norm': 39.25, 'learning_rate': 3.741935483870968e-05, 'epoch': 0.0}
{'loss': 14.329, 'grad_norm': 24.25, 'learning_rate': 3.870967741935484e-05, 'epoch': 0.0}
{'loss': 14.162, 'grad_norm': 25.25, 'learning_rate': 4e-05, 'epoch': 0.0}
{'loss': 14.1171, 'grad_norm': 20.75, 'learning_rate': 4.1290322580645165e-05, 'epoch': 0.0}
{'loss': 13.9675, 'grad_norm': 29.25, 'learning_rate': 4.258064516129032e-05, 'epoch': 0.0}
{'loss': 13.8401, 'grad_norm': 35.5, 'learning_rate': 4.387096774193549e-05, 'epoch': 0.0}
{'loss': 13.7198, 'grad_norm': 32.5, 'learning_rate': 4.516129032258064e-05, 'epoch': 0.0}
{'loss': 13.5697, 'grad_norm': 23.25, 'learning_rate': 4.645161290322581e-05, 'epoch': 0.0}
{'loss': 13.4569, 'grad_norm': 32.0, 'learning_rate': 4.774193548387097e-05, 'epoch': 0.0}
{'loss': 13.2984, 'grad_norm': 14.3125, 'learning_rate': 4.903225806451613e-05, 'epoch': 0.0}
{'loss': 13.1743, 'grad_norm': 20.875, 'learning_rate': 5.032258064516129e-05, 'epoch': 0.0}
{'loss': 13.071, 'grad_norm': 12.5625, 'learning_rate': 5.161290322580645e-05, 'epoch': 0.0}
{'loss': 12.9364, 'grad_norm': 17.0, 'learning_rate': 5.290322580645162e-05, 'epoch': 0.0}
{'loss': 12.802, 'grad_norm': 13.875, 'learning_rate': 5.419354838709678e-05, 'epoch': 0.0}
{'loss': 12.7207, 'grad_norm': 12.375, 'learning_rate': 5.5483870967741936e-05, 'epoch': 0.0}
{'loss': 12.5664, 'grad_norm': 12.8125, 'learning_rate': 5.67741935483871e-05, 'epoch': 0.0}
{'loss': 12.5165, 'grad_norm': 7.84375, 'learning_rate': 5.8064516129032266e-05, 'epoch': 0.0}
{'loss': 12.4788, 'grad_norm': 12.0, 'learning_rate': 5.935483870967742e-05, 'epoch': 0.0}
{'loss': 12.3923, 'grad_norm': 11.875, 'learning_rate': 6.064516129032258e-05, 'epoch': 0.0}
{'loss': 12.2754, 'grad_norm': 7.25, 'learning_rate': 6.193548387096774e-05, 'epoch': 0.0}
{'loss': 12.249, 'grad_norm': 13.6875, 'learning_rate': 6.32258064516129e-05, 'epoch': 0.0}
{'loss': 12.1507, 'grad_norm': 10.4375, 'learning_rate': 6.451612903225807e-05, 'epoch': 0.0}
{'loss': 12.1226, 'grad_norm': 10.5625, 'learning_rate': 6.580645161290323e-05, 'epoch': 0.0}
{'loss': 12.0448, 'grad_norm': 13.125, 'learning_rate': 6.709677419354839e-05, 'epoch': 0.0}
{'loss': 11.9611, 'grad_norm': 6.5, 'learning_rate': 6.838709677419355e-05, 'epoch': 0.0}
{'loss': 11.8814, 'grad_norm': 5.25, 'learning_rate': 6.967741935483871e-05, 'epoch': 0.0}
{'loss': 11.8686, 'grad_norm': 7.6875, 'learning_rate': 7.096774193548388e-05, 'epoch': 0.0}
{'loss': 11.8173, 'grad_norm': 6.8125, 'learning_rate': 7.225806451612904e-05, 'epoch': 0.0}
{'loss': 11.7406, 'grad_norm': 6.78125, 'learning_rate': 7.35483870967742e-05, 'epoch': 0.0}
{'loss': 11.6887, 'grad_norm': 6.15625, 'learning_rate': 7.483870967741936e-05, 'epoch': 0.0}
{'loss': 11.6348, 'grad_norm': 9.5, 'learning_rate': 7.612903225806451e-05, 'epoch': 0.0}
{'loss': 11.5507, 'grad_norm': 7.03125, 'learning_rate': 7.741935483870968e-05, 'epoch': 0.0}
{'loss': 11.5008, 'grad_norm': 10.9375, 'learning_rate': 7.870967741935484e-05, 'epoch': 0.0}
{'loss': 11.4376, 'grad_norm': 5.46875, 'learning_rate': 8e-05, 'epoch': 0.0}
{'loss': 11.3085, 'grad_norm': 6.78125, 'learning_rate': 8.129032258064517e-05, 'epoch': 0.0}
{'loss': 11.2948, 'grad_norm': 5.90625, 'learning_rate': 8.258064516129033e-05, 'epoch': 0.0}
{'loss': 11.1805, 'grad_norm': 7.65625, 'learning_rate': 8.387096774193549e-05, 'epoch': 0.0}
{'loss': 11.1088, 'grad_norm': 6.75, 'learning_rate': 8.516129032258064e-05, 'epoch': 0.0}
{'loss': 11.0324, 'grad_norm': 7.90625, 'learning_rate': 8.645161290322581e-05, 'epoch': 0.0}
{'loss': 10.9417, 'grad_norm': 6.5, 'learning_rate': 8.774193548387098e-05, 'epoch': 0.0}
{'loss': 10.8582, 'grad_norm': 6.15625, 'learning_rate': 8.903225806451614e-05, 'epoch': 0.0}
{'loss': 10.7897, 'grad_norm': 6.84375, 'learning_rate': 9.032258064516129e-05, 'epoch': 0.0}
{'loss': 10.6962, 'grad_norm': 7.8125, 'learning_rate': 9.161290322580646e-05, 'epoch': 0.0}
{'loss': 10.6167, 'grad_norm': 10.0625, 'learning_rate': 9.290322580645162e-05, 'epoch': 0.0}
{'loss': 10.4395, 'grad_norm': 6.6875, 'learning_rate': 9.419354838709677e-05, 'epoch': 0.0}
{'loss': 10.3604, 'grad_norm': 8.9375, 'learning_rate': 9.548387096774195e-05, 'epoch': 0.0}
{'loss': 10.2446, 'grad_norm': 8.625, 'learning_rate': 9.677419354838711e-05, 'epoch': 0.0}
{'loss': 10.1042, 'grad_norm': 8.4375, 'learning_rate': 9.806451612903226e-05, 'epoch': 0.0}
{'loss': 9.9529, 'grad_norm': 7.1875, 'learning_rate': 9.935483870967742e-05, 'epoch': 0.0}
{'loss': 9.8761, 'grad_norm': 8.75, 'learning_rate': 0.00010064516129032258, 'epoch': 0.0}
{'loss': 9.7346, 'grad_norm': 7.25, 'learning_rate': 0.00010193548387096774, 'epoch': 0.0}
{'loss': 9.6284, 'grad_norm': 6.53125, 'learning_rate': 0.0001032258064516129, 'epoch': 0.0}
{'loss': 9.5387, 'grad_norm': 5.90625, 'learning_rate': 0.00010451612903225806, 'epoch': 0.0}
{'loss': 9.4349, 'grad_norm': 5.40625, 'learning_rate': 0.00010580645161290324, 'epoch': 0.0}
{'loss': 9.3602, 'grad_norm': 5.71875, 'learning_rate': 0.0001070967741935484, 'epoch': 0.0}
{'loss': 9.2558, 'grad_norm': 4.71875, 'learning_rate': 0.00010838709677419356, 'epoch': 0.0}
{'loss': 9.1392, 'grad_norm': 5.03125, 'learning_rate': 0.00010967741935483871, 'epoch': 0.0}
{'loss': 9.0892, 'grad_norm': 6.40625, 'learning_rate': 0.00011096774193548387, 'epoch': 0.0}
{'loss': 8.9799, 'grad_norm': 5.625, 'learning_rate': 0.00011225806451612903, 'epoch': 0.0}
{'loss': 8.907, 'grad_norm': 5.21875, 'learning_rate': 0.0001135483870967742, 'epoch': 0.0}
{'loss': 8.8292, 'grad_norm': 4.71875, 'learning_rate': 0.00011483870967741937, 'epoch': 0.0}
{'loss': 8.6924, 'grad_norm': 3.734375, 'learning_rate': 0.00011612903225806453, 'epoch': 0.0}
{'loss': 8.6607, 'grad_norm': 4.59375, 'learning_rate': 0.00011741935483870967, 'epoch': 0.0}
{'loss': 8.5561, 'grad_norm': 5.78125, 'learning_rate': 0.00011870967741935484, 'epoch': 0.0}
{'loss': 8.4444, 'grad_norm': 3.15625, 'learning_rate': 0.00012, 'epoch': 0.0}
{'loss': 8.3983, 'grad_norm': 5.4375, 'learning_rate': 0.00012129032258064516, 'epoch': 0.0}
{'loss': 8.2817, 'grad_norm': 5.8125, 'learning_rate': 0.00012258064516129034, 'epoch': 0.0}
{'loss': 8.2269, 'grad_norm': 3.890625, 'learning_rate': 0.0001238709677419355, 'epoch': 0.0}
{'loss': 8.1356, 'grad_norm': 3.359375, 'learning_rate': 0.00012516129032258066, 'epoch': 0.0}
{'loss': 8.0446, 'grad_norm': 4.96875, 'learning_rate': 0.0001264516129032258, 'epoch': 0.0}
{'loss': 7.9984, 'grad_norm': 4.1875, 'learning_rate': 0.00012774193548387096, 'epoch': 0.0}
                                                                                                                                                                          
{'eval_loss': 8.033624649047852, 'eval_runtime': 0.4273, 'eval_samples_per_second': 46.805, 'eval_steps_per_second': 7.021, 'epoch': 0.0}
{'loss': 7.9518, 'grad_norm': 2.8125, 'learning_rate': 0.00012903225806451613, 'epoch': 0.0}
{'loss': 7.8679, 'grad_norm': 4.40625, 'learning_rate': 0.0001303225806451613, 'epoch': 0.0}
{'loss': 7.8184, 'grad_norm': 4.3125, 'learning_rate': 0.00013161290322580646, 'epoch': 0.0}
{'loss': 7.8132, 'grad_norm': 5.3125, 'learning_rate': 0.00013290322580645163, 'epoch': 0.0}
{'loss': 7.7133, 'grad_norm': 2.953125, 'learning_rate': 0.00013419354838709678, 'epoch': 0.0}
{'loss': 7.643, 'grad_norm': 3.046875, 'learning_rate': 0.00013548387096774193, 'epoch': 0.0}
{'loss': 7.6091, 'grad_norm': 3.296875, 'learning_rate': 0.0001367741935483871, 'epoch': 0.0}
{'loss': 7.5914, 'grad_norm': 1.5859375, 'learning_rate': 0.00013806451612903225, 'epoch': 0.0}
{'loss': 7.4963, 'grad_norm': 1.9921875, 'learning_rate': 0.00013935483870967743, 'epoch': 0.0}
{'loss': 7.5389, 'grad_norm': 2.203125, 'learning_rate': 0.0001406451612903226, 'epoch': 0.0}
{'loss': 7.4571, 'grad_norm': 2.53125, 'learning_rate': 0.00014193548387096775, 'epoch': 0.0}
{'loss': 7.4699, 'grad_norm': 2.09375, 'learning_rate': 0.00014322580645161293, 'epoch': 0.0}
{'loss': 7.4347, 'grad_norm': 1.40625, 'learning_rate': 0.00014451612903225807, 'epoch': 0.0}
{'loss': 7.3992, 'grad_norm': 1.9609375, 'learning_rate': 0.00014580645161290322, 'epoch': 0.0}
{'loss': 7.3719, 'grad_norm': 1.9453125, 'learning_rate': 0.0001470967741935484, 'epoch': 0.0}
{'loss': 7.2769, 'grad_norm': 1.671875, 'learning_rate': 0.00014838709677419355, 'epoch': 0.0}
{'loss': 7.3477, 'grad_norm': 1.3671875, 'learning_rate': 0.00014967741935483872, 'epoch': 0.0}
{'loss': 7.3896, 'grad_norm': 0.99609375, 'learning_rate': 0.0001509677419354839, 'epoch': 0.0}
{'loss': 7.3406, 'grad_norm': 1.015625, 'learning_rate': 0.00015225806451612902, 'epoch': 0.0}
{'loss': 7.2847, 'grad_norm': 1.328125, 'learning_rate': 0.0001535483870967742, 'epoch': 0.0}
{'loss': 7.3143, 'grad_norm': 1.8203125, 'learning_rate': 0.00015483870967741937, 'epoch': 0.0}
{'loss': 7.3561, 'grad_norm': 1.640625, 'learning_rate': 0.00015612903225806451, 'epoch': 0.0}
{'loss': 7.3035, 'grad_norm': 1.171875, 'learning_rate': 0.0001574193548387097, 'epoch': 0.0}
{'loss': 7.3281, 'grad_norm': 0.97265625, 'learning_rate': 0.00015870967741935487, 'epoch': 0.0}
{'loss': 7.2509, 'grad_norm': 1.109375, 'learning_rate': 0.00016, 'epoch': 0.0}
{'loss': 7.2825, 'grad_norm': 0.9765625, 'learning_rate': 0.00016129032258064516, 'epoch': 0.0}
{'loss': 7.269, 'grad_norm': 1.2578125, 'learning_rate': 0.00016258064516129034, 'epoch': 0.0}
{'loss': 7.2695, 'grad_norm': 1.1640625, 'learning_rate': 0.00016387096774193548, 'epoch': 0.0}
{'loss': 7.2743, 'grad_norm': 1.828125, 'learning_rate': 0.00016516129032258066, 'epoch': 0.0}
{'loss': 7.2558, 'grad_norm': 1.5078125, 'learning_rate': 0.0001664516129032258, 'epoch': 0.0}
{'loss': 7.3078, 'grad_norm': 1.09375, 'learning_rate': 0.00016774193548387098, 'epoch': 0.0}
{'loss': 7.2582, 'grad_norm': 0.640625, 'learning_rate': 0.00016903225806451616, 'epoch': 0.0}
{'loss': 7.2579, 'grad_norm': 1.1015625, 'learning_rate': 0.00017032258064516128, 'epoch': 0.0}
{'loss': 7.2629, 'grad_norm': 1.3125, 'learning_rate': 0.00017161290322580645, 'epoch': 0.0}
{'loss': 7.2634, 'grad_norm': 1.1171875, 'learning_rate': 0.00017290322580645163, 'epoch': 0.0}
{'loss': 7.2035, 'grad_norm': 1.015625, 'learning_rate': 0.00017419354838709678, 'epoch': 0.0}
{'loss': 7.2601, 'grad_norm': 1.125, 'learning_rate': 0.00017548387096774195, 'epoch': 0.0}
{'loss': 7.2524, 'grad_norm': 1.2578125, 'learning_rate': 0.0001767741935483871, 'epoch': 0.0}
{'loss': 7.2612, 'grad_norm': 0.7734375, 'learning_rate': 0.00017806451612903228, 'epoch': 0.0}
{'loss': 7.2156, 'grad_norm': 1.2265625, 'learning_rate': 0.00017935483870967742, 'epoch': 0.0}
{'loss': 7.2649, 'grad_norm': 1.234375, 'learning_rate': 0.00018064516129032257, 'epoch': 0.0}
{'loss': 7.2546, 'grad_norm': 0.96875, 'learning_rate': 0.00018193548387096775, 'epoch': 0.0}
{'loss': 7.2418, 'grad_norm': 1.046875, 'learning_rate': 0.00018322580645161292, 'epoch': 0.0}
{'loss': 7.2026, 'grad_norm': 1.0390625, 'learning_rate': 0.00018451612903225807, 'epoch': 0.0}
{'loss': 7.1814, 'grad_norm': 1.5078125, 'learning_rate': 0.00018580645161290325, 'epoch': 0.0}
{'loss': 7.154, 'grad_norm': 1.109375, 'learning_rate': 0.0001870967741935484, 'epoch': 0.0}
{'loss': 7.19, 'grad_norm': 0.7578125, 'learning_rate': 0.00018838709677419354, 'epoch': 0.0}
{'loss': 7.1311, 'grad_norm': 1.6796875, 'learning_rate': 0.00018967741935483872, 'epoch': 0.0}
{'loss': 7.2078, 'grad_norm': 1.25, 'learning_rate': 0.0001909677419354839, 'epoch': 0.0}
{'loss': 7.1877, 'grad_norm': 1.1640625, 'learning_rate': 0.00019225806451612904, 'epoch': 0.0}
{'loss': 7.1755, 'grad_norm': 1.0078125, 'learning_rate': 0.00019354838709677422, 'epoch': 0.0}
{'loss': 7.2145, 'grad_norm': 0.96484375, 'learning_rate': 0.00019483870967741936, 'epoch': 0.0}
{'loss': 7.2242, 'grad_norm': 0.859375, 'learning_rate': 0.0001961290322580645, 'epoch': 0.0}
{'loss': 7.1947, 'grad_norm': 1.078125, 'learning_rate': 0.00019741935483870969, 'epoch': 0.0}
{'loss': 7.2402, 'grad_norm': 0.7265625, 'learning_rate': 0.00019870967741935483, 'epoch': 0.01}
{'loss': 7.158, 'grad_norm': 1.109375, 'learning_rate': 0.0002, 'epoch': 0.01}
{'loss': 7.1842, 'grad_norm': 1.421875, 'learning_rate': 0.00019999999948128554, 'epoch': 0.01}
{'loss': 7.1555, 'grad_norm': 0.9453125, 'learning_rate': 0.00019999999792514215, 'epoch': 0.01}
{'loss': 7.2003, 'grad_norm': 0.91015625, 'learning_rate': 0.00019999999533156984, 'epoch': 0.01}
{'loss': 7.1017, 'grad_norm': 0.81640625, 'learning_rate': 0.00019999999170056864, 'epoch': 0.01}
{'loss': 7.1465, 'grad_norm': 0.56640625, 'learning_rate': 0.0001999999870321386, 'epoch': 0.01}
{'loss': 7.1848, 'grad_norm': 0.76171875, 'learning_rate': 0.00019999998132627978, 'epoch': 0.01}
{'loss': 7.1885, 'grad_norm': 1.03125, 'learning_rate': 0.0001999999745829922, 'epoch': 0.01}
{'loss': 7.1486, 'grad_norm': 0.9296875, 'learning_rate': 0.00019999996680227595, 'epoch': 0.01}
{'loss': 7.2091, 'grad_norm': 1.40625, 'learning_rate': 0.00019999995798413112, 'epoch': 0.01}
{'loss': 7.1484, 'grad_norm': 0.8828125, 'learning_rate': 0.00019999994812855778, 'epoch': 0.01}
{'loss': 7.1955, 'grad_norm': 1.1328125, 'learning_rate': 0.00019999993723555606, 'epoch': 0.01}
{'loss': 7.1172, 'grad_norm': 1.390625, 'learning_rate': 0.00019999992530512603, 'epoch': 0.01}
{'loss': 7.2351, 'grad_norm': 0.7890625, 'learning_rate': 0.00019999991233726787, 'epoch': 0.01}
{'loss': 7.105, 'grad_norm': 1.046875, 'learning_rate': 0.00019999989833198166, 'epoch': 0.01}
{'loss': 7.1191, 'grad_norm': 0.9453125, 'learning_rate': 0.0001999998832892676, 'epoch': 0.01}
{'loss': 7.1868, 'grad_norm': 0.71484375, 'learning_rate': 0.0001999998672091258, 'epoch': 0.01}
{'loss': 7.1243, 'grad_norm': 0.921875, 'learning_rate': 0.00019999985009155644, 'epoch': 0.01}
{'loss': 7.174, 'grad_norm': 1.3828125, 'learning_rate': 0.00019999983193655973, 'epoch': 0.01}
{'loss': 7.1339, 'grad_norm': 1.390625, 'learning_rate': 0.00019999981274413582, 'epoch': 0.01}
{'loss': 7.1576, 'grad_norm': 1.3046875, 'learning_rate': 0.00019999979251428488, 'epoch': 0.01}
{'loss': 7.1348, 'grad_norm': 1.03125, 'learning_rate': 0.0001999997712470072, 'epoch': 0.01}
{'loss': 7.1116, 'grad_norm': 0.68359375, 'learning_rate': 0.00019999974894230294, 'epoch': 0.01}
{'loss': 7.1206, 'grad_norm': 1.734375, 'learning_rate': 0.00019999972560017236, 'epoch': 0.01}
{'loss': 7.1366, 'grad_norm': 1.90625, 'learning_rate': 0.00019999970122061572, 'epoch': 0.01}
{'loss': 7.0645, 'grad_norm': 1.609375, 'learning_rate': 0.00019999967580363318, 'epoch': 0.01}
{'loss': 7.0945, 'grad_norm': 0.87890625, 'learning_rate': 0.00019999964934922515, 'epoch': 0.01}
{'loss': 7.0729, 'grad_norm': 1.890625, 'learning_rate': 0.00019999962185739177, 'epoch': 0.01}
{'loss': 7.134, 'grad_norm': 2.359375, 'learning_rate': 0.0001999995933281334, 'epoch': 0.01}
{'loss': 7.1196, 'grad_norm': 2.390625, 'learning_rate': 0.00019999956376145028, 'epoch': 0.01}
{'loss': 7.078, 'grad_norm': 0.88671875, 'learning_rate': 0.0001999995331573428, 'epoch': 0.01}
{'loss': 7.1079, 'grad_norm': 2.046875, 'learning_rate': 0.0001999995015158112, 'epoch': 0.01}
{'loss': 7.1524, 'grad_norm': 2.796875, 'learning_rate': 0.00019999946883685586, 'epoch': 0.01}
{'loss': 7.1089, 'grad_norm': 1.8125, 'learning_rate': 0.00019999943512047708, 'epoch': 0.01}
{'loss': 7.1065, 'grad_norm': 1.140625, 'learning_rate': 0.00019999940036667524, 'epoch': 0.01}
{'loss': 7.1075, 'grad_norm': 2.3125, 'learning_rate': 0.0001999993645754507, 'epoch': 0.01}
{'loss': 7.0444, 'grad_norm': 2.296875, 'learning_rate': 0.00019999932774680378, 'epoch': 0.01}
{'loss': 7.1195, 'grad_norm': 1.765625, 'learning_rate': 0.00019999928988073492, 'epoch': 0.01}
{'loss': 7.0165, 'grad_norm': 1.3671875, 'learning_rate': 0.0001999992509772445, 'epoch': 0.01}
{'loss': 7.1305, 'grad_norm': 3.03125, 'learning_rate': 0.0001999992110363329, 'epoch': 0.01}
{'loss': 7.0757, 'grad_norm': 2.46875, 'learning_rate': 0.00019999917005800055, 'epoch': 0.01}
{'loss': 7.0271, 'grad_norm': 1.1328125, 'learning_rate': 0.0001999991280422479, 'epoch': 0.01}
{'loss': 7.121, 'grad_norm': 2.921875, 'learning_rate': 0.00019999908498907534, 'epoch': 0.01}
{'loss': 7.1004, 'grad_norm': 2.453125, 'learning_rate': 0.00019999904089848335, 'epoch': 0.01}
{'loss': 7.0798, 'grad_norm': 0.51953125, 'learning_rate': 0.00019999899577047238, 'epoch': 0.01}
{'eval_loss': 7.218274116516113, 'eval_runtime': 0.4076, 'eval_samples_per_second': 49.063, 'eval_steps_per_second': 7.359, 'epoch': 0.01}
{'loss': 7.0514, 'grad_norm': 3.953125, 'learning_rate': 0.00019999894960504288, 'epoch': 0.01}
{'loss': 7.0575, 'grad_norm': 2.875, 'learning_rate': 0.00019999890240219537, 'epoch': 0.01}
{'loss': 7.0125, 'grad_norm': 0.80859375, 'learning_rate': 0.0001999988541619303, 'epoch': 0.01}
{'loss': 6.8982, 'grad_norm': 3.6875, 'learning_rate': 0.00019999880488424818, 'epoch': 0.01}
{'loss': 7.0707, 'grad_norm': 3.671875, 'learning_rate': 0.00019999875456914952, 'epoch': 0.01}
{'loss': 6.9678, 'grad_norm': 0.60546875, 'learning_rate': 0.00019999870321663486, 'epoch': 0.01}
{'loss': 6.9616, 'grad_norm': 4.65625, 'learning_rate': 0.0001999986508267047, 'epoch': 0.01}
{'loss': 7.0064, 'grad_norm': 4.0625, 'learning_rate': 0.00019999859739935961, 'epoch': 0.01}
{'loss': 7.017, 'grad_norm': 2.78125, 'learning_rate': 0.00019999854293460017, 'epoch': 0.01}
{'loss': 7.0292, 'grad_norm': 3.703125, 'learning_rate': 0.00019999848743242686, 'epoch': 0.01}
{'loss': 6.9722, 'grad_norm': 3.015625, 'learning_rate': 0.00019999843089284035, 'epoch': 0.01}
{'loss': 6.9523, 'grad_norm': 1.1171875, 'learning_rate': 0.00019999837331584116, 'epoch': 0.01}
{'loss': 7.0044, 'grad_norm': 1.953125, 'learning_rate': 0.00019999831470142993, 'epoch': 0.01}
{'loss': 6.9434, 'grad_norm': 3.1875, 'learning_rate': 0.00019999825504960725, 'epoch': 0.01}
{'loss': 7.0076, 'grad_norm': 2.609375, 'learning_rate': 0.00019999819436037372, 'epoch': 0.01}
{'loss': 7.0501, 'grad_norm': 0.57421875, 'learning_rate': 0.00019999813263372999, 'epoch': 0.01}
{'loss': 6.9787, 'grad_norm': 3.34375, 'learning_rate': 0.00019999806986967673, 'epoch': 0.01}
{'loss': 6.9465, 'grad_norm': 3.296875, 'learning_rate': 0.00019999800606821454, 'epoch': 0.01}
{'loss': 6.9268, 'grad_norm': 1.1953125, 'learning_rate': 0.0001999979412293441, 'epoch': 0.01}
{'loss': 6.9911, 'grad_norm': 1.7734375, 'learning_rate': 0.0001999978753530661, 'epoch': 0.01}
{'loss': 7.0602, 'grad_norm': 3.109375, 'learning_rate': 0.00019999780843938118, 'epoch': 0.01}
{'loss': 6.9307, 'grad_norm': 2.609375, 'learning_rate': 0.0001999977404882901, 'epoch': 0.01}
{'loss': 6.892, 'grad_norm': 0.7421875, 'learning_rate': 0.0001999976714997935, 'epoch': 0.01}
{'loss': 6.971, 'grad_norm': 2.96875, 'learning_rate': 0.0001999976014738921, 'epoch': 0.01}
{'loss': 6.9864, 'grad_norm': 3.390625, 'learning_rate': 0.0001999975304105867, 'epoch': 0.01}
{'loss': 6.8659, 'grad_norm': 1.921875, 'learning_rate': 0.00019999745830987794, 'epoch': 0.01}
{'loss': 6.8593, 'grad_norm': 1.234375, 'learning_rate': 0.00019999738517176665, 'epoch': 0.01}
{'loss': 6.8815, 'grad_norm': 3.453125, 'learning_rate': 0.00019999731099625353, 'epoch': 0.01}
{'loss': 6.8759, 'grad_norm': 2.75, 'learning_rate': 0.0001999972357833394, 'epoch': 0.01}
{'loss': 6.955, 'grad_norm': 0.9921875, 'learning_rate': 0.000199997159533025, 'epoch': 0.01}
{'loss': 7.005, 'grad_norm': 3.015625, 'learning_rate': 0.00019999708224531114, 'epoch': 0.01}
{'loss': 6.8499, 'grad_norm': 2.65625, 'learning_rate': 0.0001999970039201986, 'epoch': 0.01}
{'loss': 6.8577, 'grad_norm': 2.078125, 'learning_rate': 0.00019999692455768822, 'epoch': 0.01}
{'loss': 6.9493, 'grad_norm': 0.5859375, 'learning_rate': 0.00019999684415778081, 'epoch': 0.01}
{'loss': 6.9254, 'grad_norm': 3.21875, 'learning_rate': 0.00019999676272047722, 'epoch': 0.01}
{'loss': 6.9063, 'grad_norm': 3.3125, 'learning_rate': 0.00019999668024577827, 'epoch': 0.01}
{'loss': 6.9632, 'grad_norm': 1.328125, 'learning_rate': 0.0001999965967336848, 'epoch': 0.01}
{'loss': 6.8864, 'grad_norm': 1.953125, 'learning_rate': 0.00019999651218419775, 'epoch': 0.01}
{'loss': 6.9167, 'grad_norm': 3.28125, 'learning_rate': 0.0001999964265973179, 'epoch': 0.01}
{'loss': 6.8954, 'grad_norm': 2.609375, 'learning_rate': 0.00019999633997304624, 'epoch': 0.01}
{'loss': 6.8995, 'grad_norm': 0.79296875, 'learning_rate': 0.0001999962523113836, 'epoch': 0.01}
{'loss': 6.881, 'grad_norm': 2.921875, 'learning_rate': 0.00019999616361233088, 'epoch': 0.01}
{'loss': 6.8715, 'grad_norm': 2.921875, 'learning_rate': 0.00019999607387588905, 'epoch': 0.01}
{'loss': 6.9184, 'grad_norm': 1.203125, 'learning_rate': 0.00019999598310205903, 'epoch': 0.01}
{'loss': 6.9011, 'grad_norm': 1.4453125, 'learning_rate': 0.00019999589129084173, 'epoch': 0.01}
